_id	_cws.church.foc10.nav.weight.nobound	_count.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_count.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_count.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_count.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_count.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_count.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_count.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_count.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_count.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_count.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_count.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_count.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_count.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_count.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_count.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_count.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_count.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_count.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_count.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_count.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_count.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_count.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_count.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_count.church.foc5.all.noweight.bound
church/n/wlp_gb_g12/8917438	go/v	1.0	go/v	1.0	animal/n;be/v;field/n;go/v;light/n;mad/j;start/v;stuff/n	8	and/c;by/i;go/v;in/i	4	and/c;by/i;go/v;in/i	4	and/c;animal/n;be/v;before/c;by/i;field/n;go/v;in/i;light/n;mad/j;start/v;stuff/n;they/p;you/p	14					be/v;field/n;light/n;stuff/n	4	by/i;in/i	2.0	by/i;in/i	2.0	be/v;by/i;field/n;in/i;light/n;stuff/n	6	go/v	1.0	go/v	1.0	animal/n;be/v;field/n;go/v;light/n;mad/j;start/v;stuff/n	8	and/c;by/i;go/v;in/i	4	and/c;by/i;go/v;in/i	4	and/c;animal/n;be/v;before/c;by/i;field/n;go/v;in/i;light/n;mad/j;start/v;stuff/n;they/p;you/p	14					be/v;field/n;light/n;stuff/n	4.0	by/i;in/i	2.0	by/i;in/i	2.0	be/v;by/i;field/n;in/i;light/n;stuff/n	6
church/n/wlp_ie_b01/10188526	culture/n;lds/n;member/n;modern/j;moral/j;mormon/j	6.0	culture/n;lds/n;member/n;modern/j;moral/j;mormon/j	6.0	appreciate/v;be/v;culture/n;draw/v;entertaining/j;lds/n;member/n;modern/j;moral/j;mormon/j;movie/n;originality/n;tend/v	13	culture/n;lds/n;member/n;modern/j;moral/j;mormon/j;of/i;to/i	8	culture/n;lds/n;member/n;modern/j;moral/j;mormon/j;of/i;to/i	8	appreciate/v;be/v;culture/n;draw/v;entertaining/j;lds/n;member/n;modern/j;moral/j;mormon/j;movie/n;of/i;originality/n;tend/v;they/p;to/i	16	lds/n;member/n	2.0	lds/n;member/n	2.0	be/v;draw/v;lds/n;member/n;movie/n;tend/v	6	lds/n;member/n;of/i;to/i	4.0	lds/n;member/n;of/i;to/i	4.0	be/v;draw/v;lds/n;member/n;movie/n;of/i;tend/v;to/i	8	lds/n;member/n;moral/j	3.0	lds/n;member/n;moral/j	3.0	appreciate/v;be/v;draw/v;entertaining/j;lds/n;member/n;moral/j;movie/n;originality/n;tend/v	10	lds/n;member/n;moral/j;of/i;to/i	5	lds/n;member/n;moral/j;of/i;to/i	5	appreciate/v;be/v;draw/v;entertaining/j;lds/n;member/n;moral/j;movie/n;of/i;originality/n;tend/v;they/p;to/i	13	lds/n;member/n	2.0	lds/n;member/n	2.0	be/v;draw/v;lds/n;member/n;movie/n;tend/v	6.0	lds/n;member/n;of/i;to/i	4.0	lds/n;member/n;of/i;to/i	4.0	be/v;draw/v;lds/n;member/n;movie/n;of/i;tend/v;to/i	8
church/n/wlp_ie_b01/1265249	funeral/n;mass/n;proceed/v;wednesday/n	4.0	funeral/n;mass/n;proceed/v;wednesday/n	4.0	evening/n;funeral/n;mass/n;proceed/v;removal/n;wednesday/n	6	at/i;from/i;funeral/n;mass/n;proceed/v;to/i;wednesday/n	7	at/i;from/i;funeral/n;mass/n;proceed/v;to/i;wednesday/n	7	at/i;evening/n;from/i;funeral/n;mass/n;on/i;pm/r;proceed/v;removal/n;to/i;wednesday/n;with/i	12	mass/n;wednesday/n	2.0	mass/n;wednesday/n	2.0	mass/n;removal/n;wednesday/n	3	at/i;mass/n;wednesday/n	3.0	at/i;mass/n;wednesday/n	3.0	at/i;mass/n;on/i;removal/n;wednesday/n	5	funeral/n;mass/n;proceed/v;wednesday/n	4.0	funeral/n;mass/n;proceed/v;wednesday/n	4.0	evening/n;funeral/n;mass/n;proceed/v;removal/n;wednesday/n	6	at/i;from/i;funeral/n;mass/n;proceed/v;to/i;wednesday/n	7	at/i;from/i;funeral/n;mass/n;proceed/v;to/i;wednesday/n	7	at/i;evening/n;from/i;funeral/n;mass/n;on/i;pm/r;proceed/v;removal/n;to/i;wednesday/n;with/i	12	mass/n;wednesday/n	2.0	mass/n;wednesday/n	2.0	mass/n;removal/n;wednesday/n	3.0	at/i;mass/n;wednesday/n	3.0	at/i;mass/n;wednesday/n	3.0	at/i;mass/n;on/i;removal/n;wednesday/n	5
church/n/wlp_ie_b01/13116071	objection/n;parade/n;sectarian/j	3.0	objection/n;parade/n;sectarian/j	3.0	be/v;drunken/j;objection/n;parade/n;play/v;sectarian/j;stop/v;supporter/n;tune/n	9	no/r;objection/n;or/c;outside/i;parade/n;sectarian/j;to/i	7	no/r;objection/n;or/c;outside/i;parade/n;sectarian/j;to/i	7	be/v;drunken/j;no/r;objection/n;or/c;outside/i;parade/n;play/v;sectarian/j;stop/v;supporter/n;there/e;to/i;tune/n	14	sectarian/j	1.0	sectarian/j	1.0	play/v;sectarian/j;stop/v;tune/n	4	no/r;outside/i;sectarian/j	3.0	no/r;outside/i;sectarian/j	3.0	no/r;outside/i;play/v;sectarian/j;stop/v;there/e;tune/n	7	objection/n;parade/n;sectarian/j	3.0	objection/n;parade/n;sectarian/j	3.0	be/v;drunken/j;objection/n;parade/n;play/v;sectarian/j;stop/v;supporter/n;tune/n	9	no/r;objection/n;or/c;outside/i;parade/n;sectarian/j;to/i	7	no/r;objection/n;or/c;outside/i;parade/n;sectarian/j;to/i	7	be/v;drunken/j;no/r;objection/n;or/c;outside/i;parade/n;play/v;sectarian/j;stop/v;supporter/n;there/e;to/i;tune/n	14	sectarian/j	1.0	sectarian/j	1.0	play/v;sectarian/j;stop/v;tune/n	4.0	no/r;outside/i;sectarian/j	3.0	no/r;outside/i;sectarian/j	3.0	no/r;outside/i;play/v;sectarian/j;stop/v;there/e;tune/n	7
church/n/wlp_ie_b01/1513459	behave/v;bishop/n;group/n;house/n	4.0	behave/v;bishop/n;group/n;house/n	4.0	behave/v;bishop/n;buckingham/n;get/v;group/n;have/v;house/n;people/n;river/n;side/n	10	at/i;behave/v;bishop/n;group/n;house/n;of/i	6	at/i;behave/v;bishop/n;group/n;house/n;of/i	6	at/i;behave/v;bishop/n;buckingham/n;get/v;group/n;have/v;house/n;like/i;of/i;on/i;people/n;river/n;side/n;you/p	15	house/n	1.0	house/n	1.0	get/v;have/v;house/n;river/n;side/n	5	at/i;house/n	2.0	at/i;house/n	2.0	at/i;get/v;have/v;house/n;river/n;side/n;you/p	7	behave/v;bishop/n;group/n;house/n	4.0	behave/v;bishop/n;group/n;house/n	4.0	behave/v;bishop/n;buckingham/n;get/v;group/n;have/v;house/n;people/n;river/n;side/n	10	at/i;behave/v;bishop/n;group/n;house/n;of/i	6	at/i;behave/v;bishop/n;group/n;house/n;of/i	6	at/i;behave/v;bishop/n;buckingham/n;get/v;group/n;have/v;house/n;like/i;of/i;on/i;people/n;river/n;side/n;you/p	15	house/n	1.0	house/n	1.0	get/v;have/v;house/n;river/n;side/n	5.0	at/i;house/n	2.0	at/i;house/n	2.0	at/i;get/v;have/v;house/n;river/n;side/n;you/p	7
church/n/wlp_ie_b01/15199531	interior/n;invite/v;solemn/j	3.0	interior/n;invite/v;solemn/j	3.0	be/v;delight/v;interior/n;invite/v;ramsgate/n;say/v;solemn/j;would/v	8	interior/n;invite/v;of/i;solemn/j;to/i	5	interior/n;invite/v;of/i;solemn/j;to/i	5	be/v;delight/v;him/p;interior/n;invite/v;most/r;much/r;of/i;ramsgate/n;say/v;solemn/j;to/i;would/v;you/p	14	interior/n;solemn/j	2.0	interior/n;solemn/j	2.0	delight/v;interior/n;solemn/j;would/v	4	interior/n;of/i;solemn/j	3.0	interior/n;of/i;solemn/j	3.0	delight/v;interior/n;most/r;of/i;solemn/j;would/v	6	interior/n;invite/v;solemn/j	3.0	interior/n;invite/v;solemn/j	3.0	be/v;delight/v;interior/n;invite/v;ramsgate/n;say/v;solemn/j;would/v	8	interior/n;invite/v;of/i;solemn/j;to/i	5	interior/n;invite/v;of/i;solemn/j;to/i	5	be/v;delight/v;him/p;interior/n;invite/v;most/r;much/r;of/i;ramsgate/n;say/v;solemn/j;to/i;would/v;you/p	14	interior/n;solemn/j	2.0	interior/n;solemn/j	2.0	be/v;delight/v;interior/n;solemn/j;would/v	5.0	interior/n;of/i;solemn/j	3.0	interior/n;of/i;solemn/j	3.0	be/v;delight/v;interior/n;most/r;of/i;solemn/j;would/v	7
church/n/wlp_ie_b01/15790613	become/v;forwarding/j;old/j;palace/n;street/n	5.0	become/v;forwarding/j;old/j;palace/n;street/n	5.0	address/n;be/v;become/v;buckingham/n;dear/j;do/v;downing/n;forwarding/j;have/v;old/j;palace/n;street/n	12	become/v;forwarding/j;old/j;palace/n;street/n	5	become/v;forwarding/j;old/j;palace/n;street/n	5	address/n;be/v;become/v;buckingham/n;dear/j;do/v;downing/n;for/i;forwarding/j;have/v;old/j;palace/n;so/r;street/n;than/c	15	become/v;forwarding/j	2.0	become/v;forwarding/j	2.0	address/n;become/v;buckingham/n;forwarding/j	4	become/v;forwarding/j	2.0	become/v;forwarding/j	2.0	address/n;become/v;buckingham/n;for/i;forwarding/j;than/c	6	become/v;forwarding/j;palace/n;street/n	4.0	become/v;forwarding/j;palace/n;street/n	4.0	address/n;become/v;buckingham/n;do/v;downing/n;forwarding/j;have/v;palace/n;street/n	9	become/v;forwarding/j;palace/n;street/n	4	become/v;forwarding/j;palace/n;street/n	4	address/n;become/v;buckingham/n;do/v;downing/n;for/i;forwarding/j;have/v;palace/n;so/r;street/n;than/c	12	become/v;forwarding/j	2.0	become/v;forwarding/j	2.0	address/n;become/v;buckingham/n;forwarding/j	4.0	become/v;forwarding/j	2.0	become/v;forwarding/j	2.0	address/n;become/v;buckingham/n;for/i;forwarding/j;than/c	6
church/n/wlp_ie_b01/15817740	criticize/v;georgia/n;institution/n;receive/v	4.0	criticize/v;georgia/n;institution/n;receive/v	4.0	be/v;budget/n;criticize/v;draft/n;funding/n;georgia/n;have/v;increased/j;institution/n;only/j;receive/v;will/v	12	criticize/v;georgia/n;institution/n;particularly/r;receive/v	5	criticize/v;georgia/n;institution/n;particularly/r;receive/v	5	be/v;because/c;budget/n;criticize/v;draft/n;funding/n;georgia/n;have/v;increased/j;institution/n;only/j;particularly/r;receive/v;that/c;will/v	15	criticize/v;institution/n	2.0	criticize/v;institution/n	2.0	criticize/v;institution/n;only/j	3	criticize/v;institution/n;particularly/r	3.0	criticize/v;institution/n;particularly/r	3.0	because/c;criticize/v;institution/n;only/j;particularly/r;that/c	6	criticize/v;georgia/n;institution/n;receive/v	4.0	criticize/v;georgia/n;institution/n;receive/v	4.0	be/v;budget/n;criticize/v;draft/n;funding/n;georgia/n;have/v;increased/j;institution/n;only/j;receive/v;will/v	12	criticize/v;georgia/n;institution/n;particularly/r;receive/v	5	criticize/v;georgia/n;institution/n;particularly/r;receive/v	5	be/v;because/c;budget/n;criticize/v;draft/n;funding/n;georgia/n;have/v;increased/j;institution/n;only/j;particularly/r;receive/v;that/c;will/v	15	criticize/v;institution/n	2.0	criticize/v;institution/n	2.0	criticize/v;institution/n;only/j	3.0	criticize/v;institution/n;particularly/r	3.0	criticize/v;institution/n;particularly/r	3.0	because/c;criticize/v;institution/n;only/j;particularly/r;that/c	6
church/n/wlp_ie_b01/17634296	anglican/j;catholic/n;conform/v;established/j;force/v;hold/v;land/n;law/n;office/n;parliament/n	10.0	anglican/j;catholic/n;conform/v;established/j;force/v;hold/v;land/n;law/n;office/n;parliament/n	10.0	anglican/j;catholic/n;conform/v;elected/j;established/j;force/v;hold/v;land/n;law/n;office/n;parliament/n;prevent/v;purchase/v	13	anglican/j;catholic/n;conform/v;established/j;force/v;from/i;hold/v;land/n;law/n;office/n;parliament/n;to/i	12	anglican/j;catholic/n;conform/v;established/j;force/v;from/i;hold/v;land/n;law/n;office/n;parliament/n;to/i	12	anglican/j;catholic/n;conform/v;elected/j;established/j;force/v;from/i;hold/v;land/n;law/n;office/n;parliament/n;prevent/v;purchase/v;to/i	15	anglican/j;catholic/n;conform/v;established/j;law/n	5.0	anglican/j;catholic/n;conform/v;established/j;law/n	5.0	anglican/j;catholic/n;conform/v;established/j;law/n;prevent/v	6	anglican/j;catholic/n;conform/v;established/j;from/i;law/n;to/i	7.0	anglican/j;catholic/n;conform/v;established/j;from/i;law/n;to/i	7.0	anglican/j;catholic/n;conform/v;established/j;from/i;law/n;prevent/v;to/i	8	anglican/j;catholic/n;conform/v;established/j;force/v;hold/v;land/n;law/n;office/n;parliament/n	10.0	anglican/j;catholic/n;conform/v;established/j;force/v;hold/v;land/n;law/n;office/n;parliament/n	10.0	anglican/j;catholic/n;conform/v;elected/j;established/j;force/v;hold/v;land/n;law/n;office/n;parliament/n;prevent/v;purchase/v	13	anglican/j;catholic/n;conform/v;established/j;force/v;from/i;hold/v;land/n;law/n;office/n;parliament/n;to/i	12	anglican/j;catholic/n;conform/v;established/j;force/v;from/i;hold/v;land/n;law/n;office/n;parliament/n;to/i	12	anglican/j;catholic/n;conform/v;elected/j;established/j;force/v;from/i;hold/v;land/n;law/n;office/n;parliament/n;prevent/v;purchase/v;to/i	15	anglican/j;catholic/n;conform/v;established/j;law/n	5.0	anglican/j;catholic/n;conform/v;established/j;law/n	5.0	anglican/j;catholic/n;conform/v;established/j;law/n;prevent/v	6.0	anglican/j;catholic/n;conform/v;established/j;from/i;law/n;to/i	7.0	anglican/j;catholic/n;conform/v;established/j;from/i;law/n;to/i	7.0	anglican/j;catholic/n;conform/v;established/j;from/i;law/n;prevent/v;to/i	8
church/n/wlp_ie_b01/17807493	community/n;dissolution/n;england/n;henry/n;monastery/n;religious/j	6.0	community/n;dissolution/n;england/n;henry/n;monastery/n;religious/j	6.0	be/v;community/n;dissolution/n;england/n;henry/n;monastery/n;only/j;religious/j	8	between/i;community/n;dissolution/n;england/n;henry/n;in/i;monastery/n;of/i;religious/j;under/i	10	between/i;community/n;dissolution/n;england/n;henry/n;in/i;monastery/n;of/i;religious/j;under/i	10	be/v;between/i;community/n;dissolution/n;england/n;henry/n;in/i;monastery/n;of/i;only/j;religious/j;under/i	12	community/n;dissolution/n;england/n;religious/j	4.0	community/n;dissolution/n;england/n;religious/j	4.0	community/n;dissolution/n;england/n;only/j;religious/j	5	between/i;community/n;dissolution/n;england/n;in/i;religious/j	6.0	between/i;community/n;dissolution/n;england/n;in/i;religious/j	6.0	between/i;community/n;dissolution/n;england/n;in/i;only/j;religious/j	7	community/n;dissolution/n;england/n;henry/n;monastery/n;religious/j	6.0	community/n;dissolution/n;england/n;henry/n;monastery/n;religious/j	6.0	be/v;community/n;dissolution/n;england/n;henry/n;monastery/n;only/j;religious/j	8	between/i;community/n;dissolution/n;england/n;henry/n;in/i;monastery/n;of/i;religious/j;under/i	10	between/i;community/n;dissolution/n;england/n;henry/n;in/i;monastery/n;of/i;religious/j;under/i	10	be/v;between/i;community/n;dissolution/n;england/n;henry/n;in/i;monastery/n;of/i;only/j;religious/j;under/i	12	community/n;dissolution/n;england/n;religious/j	4.0	community/n;dissolution/n;england/n;religious/j	4.0	community/n;dissolution/n;england/n;only/j;religious/j	5.0	between/i;community/n;dissolution/n;england/n;in/i;religious/j	6.0	between/i;community/n;dissolution/n;england/n;in/i;religious/j	6.0	between/i;community/n;dissolution/n;england/n;in/i;only/j;religious/j	7
church/n/wlp_ie_b01/18429407	catholic/j;century/n;pope/n;position/n;sixtus/n	5.0	catholic/j;century/n;pope/n;position/n;sixtus/n	5.0	catholic/j;century/n;develop/v;limited/j;period/n;pope/n;position/n;sixtus/n;subject/n;time/n	10	catholic/j;century/n;in/i;of/i;pope/n;position/n;sixtus/n	7	catholic/j;century/n;in/i;of/i;pope/n;position/n;sixtus/n	7	but/c;catholic/j;century/n;develop/v;in/i;limited/j;of/i;on/i;period/n;pope/n;position/n;sixtus/n;subject/n;time/n	14	catholic/j;position/n;sixtus/n	3.0	catholic/j;position/n;sixtus/n	3.0	catholic/j;develop/v;position/n;sixtus/n;subject/n	5	catholic/j;position/n;sixtus/n	3.0	catholic/j;position/n;sixtus/n	3.0	catholic/j;develop/v;on/i;position/n;sixtus/n;subject/n	6	catholic/j;century/n;pope/n;position/n;sixtus/n	5.0	catholic/j;century/n;pope/n;position/n;sixtus/n	5.0	catholic/j;century/n;develop/v;limited/j;period/n;pope/n;position/n;sixtus/n;subject/n;time/n	10	catholic/j;century/n;in/i;of/i;pope/n;position/n;sixtus/n	7	catholic/j;century/n;in/i;of/i;pope/n;position/n;sixtus/n	7	catholic/j;century/n;develop/v;in/i;limited/j;of/i;on/i;period/n;pope/n;position/n;sixtus/n;subject/n;time/n	13	catholic/j;position/n;sixtus/n	3.0	catholic/j;position/n;sixtus/n	3.0	catholic/j;develop/v;position/n;sixtus/n;subject/n	5.0	catholic/j;position/n;sixtus/n	3.0	catholic/j;position/n;sixtus/n	3.0	catholic/j;develop/v;on/i;position/n;sixtus/n;subject/n	6
church/n/wlp_ie_b01/19398187	become/v;involved/j;movement/n;union/n	4.0	become/v;involved/j;movement/n;union/n	4.0	become/v;decade/n;global/j;involved/j;movement/n;party/n;political/j;trade/n;union/n	9	and/c;become/v;in/i;involved/j;movement/n;union/n	6	and/c;become/v;in/i;involved/j;movement/n;union/n	6	and/c;become/v;before/c;decade/n;directly/r;global/j;in/i;involved/j;it/p;movement/n;not/x;party/n;political/j;trade/n;union/n	15	movement/n;union/n	2.0	movement/n;union/n	2.0	global/j;movement/n;party/n;political/j;trade/n;union/n	6	and/c;movement/n;union/n	3.0	and/c;movement/n;union/n	3.0	and/c;before/c;global/j;movement/n;party/n;political/j;trade/n;union/n	8	become/v;involved/j;movement/n;union/n	4.0	become/v;involved/j;movement/n;union/n	4.0	become/v;decade/n;global/j;involved/j;movement/n;party/n;political/j;trade/n;union/n	9	and/c;become/v;in/i;involved/j;movement/n;union/n	6	and/c;become/v;in/i;involved/j;movement/n;union/n	6	and/c;become/v;before/c;decade/n;directly/r;global/j;in/i;involved/j;it/p;movement/n;not/x;party/n;political/j;trade/n;union/n	15	movement/n;union/n	2.0	movement/n;union/n	2.0	global/j;movement/n;party/n;political/j;trade/n;union/n	6.0	and/c;movement/n;union/n	3.0	and/c;movement/n;union/n	3.0	and/c;before/c;global/j;movement/n;party/n;political/j;trade/n;union/n	8
church/n/wlp_ie_b01/1951625	christmas/n;ground/n;wreath/n	3.0	christmas/n;ground/n;wreath/n	3.0	be/v;christmas/n;food/n;ground/n;have/v;holly/n;roast/n;sell/v;spit/v;tree/n;vendor/n;will/v;wreath/n	13	and/c;christmas/n;ground/n;in/i;wreath/n	5	and/c;christmas/n;ground/n;in/i;wreath/n	5	and/c;be/v;christmas/n;food/n;ground/n;have/v;holly/n;in/i;roast/n;sell/v;spit/v;tree/n;vendor/n;we/p;will/v;wreath/n	16	ground/n	1.0	ground/n	1.0	be/v;ground/n;sell/v;will/v	4	and/c;ground/n;in/i	3.0	and/c;ground/n;in/i	3.0	and/c;be/v;ground/n;in/i;sell/v;we/p;will/v	7	christmas/n;ground/n;wreath/n	3.0	christmas/n;ground/n;wreath/n	3.0	be/v;christmas/n;food/n;ground/n;have/v;holly/n;roast/n;sell/v;spit/v;tree/n;vendor/n;will/v;wreath/n	13	and/c;christmas/n;ground/n;in/i;wreath/n	5	and/c;christmas/n;ground/n;in/i;wreath/n	5	and/c;be/v;christmas/n;food/n;ground/n;have/v;holly/n;in/i;roast/n;sell/v;spit/v;tree/n;vendor/n;we/p;will/v;wreath/n	16	ground/n	1.0	ground/n	1.0	be/v;ground/n;sell/v;will/v	4.0	and/c;ground/n;in/i	3.0	and/c;ground/n;in/i	3.0	and/c;be/v;ground/n;in/i;sell/v;we/p;will/v	7
church/n/wlp_ie_b01/2025392	adopted/j;connor/n;org/n;strict/j	4.0	adopted/j;connor/n;org/n;strict/j	4.0	adopted/j;child/n;connor/n;daughter/n;have/v;org/n;sea/n;section/n;see/v;strict/j	10	adopted/j;and/c;connor/n;of/i;org/n;strict/j;to/i	7	adopted/j;and/c;connor/n;of/i;org/n;strict/j;to/i	7	adopted/j;and/c;child/n;connor/n;daughter/n;have/v;how/r;of/i;org/n;sea/n;section/n;see/v;she/p;strict/j;to/i	15	org/n	1.0	org/n	1.0	have/v;org/n;sea/n;section/n;see/v	5	of/i;org/n	2.0	of/i;org/n	2.0	have/v;how/r;of/i;org/n;sea/n;section/n;see/v;she/p	8	org/n;strict/j	2.0	org/n;strict/j	2.0	daughter/n;org/n;sea/n;section/n;strict/j	5	of/i;org/n;strict/j;to/i	4	of/i;org/n;strict/j;to/i	4	daughter/n;of/i;org/n;sea/n;section/n;strict/j;to/i	7	org/n	1.0	org/n	1.0	org/n;sea/n;section/n	3.0	of/i;org/n	2.0	of/i;org/n	2.0	of/i;org/n;sea/n;section/n	4
church/n/wlp_ie_b01/20678946	argue/v;catholic/j;early/j;irish/j;rome/n	5.0	argue/v;catholic/j;early/j;irish/j;rome/n	5.0	argue/v;be/v;catholic/j;early/j;have/v;irish/j;may/v;rome/n;rule/n;side/n	10	argue/v;catholic/j;early/j;irish/j;of/i;rome/n;under/i	7	argue/v;catholic/j;early/j;irish/j;of/i;rome/n;under/i	7	argue/v;be/v;catholic/j;early/j;fully/r;have/v;irish/j;it/p;may/v;not/x;of/i;rome/n;rule/n;side/n;that/c;under/i;while/c	17	early/j;irish/j	2.0	early/j;irish/j	2.0	be/v;early/j;have/v;irish/j;may/v	5	early/j;irish/j	2.0	early/j;irish/j	2.0	be/v;early/j;fully/r;have/v;irish/j;may/v;not/x;that/c;while/c	9	argue/v;catholic/j;early/j;irish/j;rome/n	5.0	argue/v;catholic/j;early/j;irish/j;rome/n	5.0	argue/v;be/v;catholic/j;early/j;have/v;irish/j;may/v;rome/n;rule/n;side/n	10	argue/v;catholic/j;early/j;irish/j;of/i;rome/n;under/i	7	argue/v;catholic/j;early/j;irish/j;of/i;rome/n;under/i	7	argue/v;be/v;catholic/j;early/j;fully/r;have/v;irish/j;it/p;may/v;not/x;of/i;rome/n;rule/n;side/n;that/c;under/i;while/c	17	early/j;irish/j	2.0	early/j;irish/j	2.0	be/v;early/j;have/v;irish/j;may/v	5.0	early/j;irish/j	2.0	early/j;irish/j	2.0	be/v;early/j;fully/r;have/v;irish/j;may/v;not/x;that/c;while/c	9
church/n/wlp_ie_b01/2609558	other/j;reside/v;serve/v	3.0	other/j;reside/v;serve/v	3.0	bad/j;equal/j;good/j;hand/n;measure/n;other/j;reside/v;serve/v	8	and/c;in/i;other/j;reside/v;serve/v	5	and/c;in/i;other/j;reside/v;serve/v	5	about/r;and/c;bad/j;but/c;equal/j;good/j;hand/n;he/p;in/i;just/r;measure/n;on/i;other/j;over/r;reside/v;serve/v;that/c;then/r	18	reside/v;serve/v	2.0	reside/v;serve/v	2.0	bad/j;good/j;hand/n;reside/v;serve/v	5	and/c;reside/v;serve/v	3.0	and/c;reside/v;serve/v	3.0	and/c;bad/j;good/j;hand/n;he/p;over/r;reside/v;serve/v;that/c	9	other/j;reside/v;serve/v	3.0	other/j;reside/v;serve/v	3.0	bad/j;equal/j;good/j;hand/n;measure/n;other/j;reside/v;serve/v	8	and/c;in/i;other/j;reside/v;serve/v	5	and/c;in/i;other/j;reside/v;serve/v	5	about/r;and/c;bad/j;but/c;equal/j;good/j;hand/n;he/p;in/i;just/r;measure/n;on/i;other/j;over/r;reside/v;serve/v;that/c;then/r	18	reside/v;serve/v	2.0	reside/v;serve/v	2.0	bad/j;good/j;hand/n;reside/v;serve/v	5.0	and/c;reside/v;serve/v	3.0	and/c;reside/v;serve/v	3.0	and/c;bad/j;good/j;hand/n;he/p;over/r;reside/v;serve/v;that/c	9
church/n/wlp_ie_b01/411782	anne/n;cathedral/n;charming/j;john/n;place/n;site/n;st/n	7.0	anne/n;cathedral/n;charming/j;john/n;place/n;site/n;st/n	7.0	anne/n;be/v;cathedral/n;charming/j;john/n;mention/v;place/n;purchase/v;site/n;st/n	10	and/c;anne/n;cathedral/n;charming/j;john/n;place/n;site/n;st/n	8	and/c;anne/n;cathedral/n;charming/j;john/n;place/n;site/n;st/n	8	and/c;anne/n;be/v;cathedral/n;charming/j;it/p;john/n;mention/v;place/n;purchase/v;site/n;st/n;with/i	13	cathedral/n;charming/j;john/n;place/n;st/n	5.0	cathedral/n;charming/j;john/n;place/n;st/n	5.0	cathedral/n;charming/j;john/n;place/n;st/n	5	and/c;cathedral/n;charming/j;john/n;place/n;st/n	6.0	and/c;cathedral/n;charming/j;john/n;place/n;st/n	6.0	and/c;cathedral/n;charming/j;it/p;john/n;place/n;st/n	7	anne/n;cathedral/n;charming/j;john/n;place/n;site/n;st/n	7.0	anne/n;cathedral/n;charming/j;john/n;place/n;site/n;st/n	7.0	anne/n;be/v;cathedral/n;charming/j;john/n;mention/v;place/n;purchase/v;site/n;st/n	10	and/c;anne/n;cathedral/n;charming/j;john/n;place/n;site/n;st/n	8	and/c;anne/n;cathedral/n;charming/j;john/n;place/n;site/n;st/n	8	and/c;anne/n;be/v;cathedral/n;charming/j;it/p;john/n;mention/v;place/n;purchase/v;site/n;st/n;with/i	13	cathedral/n;charming/j;john/n;place/n;st/n	5.0	cathedral/n;charming/j;john/n;place/n;st/n	5.0	cathedral/n;charming/j;john/n;place/n;st/n	5.0	and/c;cathedral/n;charming/j;john/n;place/n;st/n	6.0	and/c;cathedral/n;charming/j;john/n;place/n;st/n	6.0	and/c;cathedral/n;charming/j;it/p;john/n;place/n;st/n	7
