_id	sentence	sense	supersense	compound_status	_text	wordform	building	comm	organization	set_of_beliefs
church/N/br-d03/849	The Protestants themselves are the first to admit the great falling off in effective membership in their churches . According to a newspaper report of the 1961 statistics	b	B	simply_church	in effective membership in their <span class='hit'>churches</span> . According to a newspaper	churches	congregation	membership	NR	NR
church/N/br-d03/862	According to a newspaper report of the 1961 statistics of the Church of England , the `` total of confirmed members is 9748000 , but only 2887671 are registered on the parochial church rolls '' , and `` over 27 million people in England are baptized into the Church of England , but roughly only a tenth of them continue '' .	a2	A	simply_church	the 1961 statistics of the <span class='hit'>Church</span> of England , the ``	Church	NR	membership	institution	NR
church/N/br-d03/883	According to a newspaper report of the 1961 statistics of the Church of England , the `` total of confirmed members is 9748000 , but only 2887671 are registered on the parochial church rolls '' , and `` over 27 million people in England are baptized into the Church of England , but roughly only a tenth of them continue '' .	b	B	church_compound	NA	NA	congregation	membership	administration	NR
church/N/br-d03/899	According to a newspaper report of the 1961 statistics of the Church of England , the `` total of confirmed members is 9748000 , but only 2887671 are registered on the parochial church rolls '' , and `` over 27 million people in England are baptized into the Church of England , but roughly only a tenth of them continue '' .	a2	A	simply_church	England are baptized into the <span class='hit'>Church</span> of England , but roughly	Church	NR	membership	institution	NR
church/N/br-d03/91	religious sphere so popularly discussed as Christian unity . The Church Unity Octave , January 18 - 25 , was enthusiastically devoted to prayer and discussion by the various churches .	a1	A	church_compound	NA	NA	NR	NR	institution	NR
church/N/br-d03/929	An amazing article in the Manchester Guardian of last November , entitled `` Fate of Redundant Churches '' , states than an Archbishops ' Commission `` reported last month that in the Church of England alone there are 790 churches which are redundant now , or will be in 20 years ' time .	c1	C	compound_church	NA	NA	place	NR	NR	NR
church/N/br-d03/945	An amazing article in the Manchester Guardian of last November , entitled `` Fate of Redundant Churches '' , states than an Archbishops ' Commission `` reported last month that in the Church of England alone there are 790 churches which are redundant now , or will be in 20 years ' time .	a2	A	simply_church	last month that in the <span class='hit'>Church</span> of England alone there are	Church	NR	NR	institution	NR
church/N/br-d03/952	An amazing article in the Manchester Guardian of last November , entitled `` Fate of Redundant Churches '' , states than an Archbishops ' Commission `` reported last month that in the Church of England alone there are 790 churches which are redundant now , or will be in 20 years ' time .	c1	C	simply_church	England alone there are 790 <span class='hit'>churches</span> which are redundant now ,	churches	place	NR	NR	NR
church/N/br-d03/971	in 20 years ' time . A further 260 Anglican churches have been demolished since 1948 '' . And in the	c1	C	simply_church	. A further 260 Anglican <span class='hit'>churches</span> have been demolished since 1948	churches	material object	NR	NR	NR
church/N/br-d04/56	Christ the unique and the universal concur . Perhaps no church father saw this concurrence of the unique and the universal as clearly , or formulated it as precisely , as Irenaeus .	a1	A	church_compound	NA	NA	NR	NR	hierarchy	doctrine
church/N/br-d05/1163	But Parker as the ultra-liberal minister within the pale of a church which had proclaimed itself the repository of liberality poses a different problem , which is not to be resolved by holding him up as the champion of freedom .	a2	A	simply_church	within the pale of a <span class='hit'>church</span> which had proclaimed itself the	church	NR	membership	hierarchy	NR
church/N/br-d05/1515	But Theodore Parker , commencing his mission to the world-at-large , disguised as the minister of a `` twenty-eighth Congregational Church '' which bore no resemblance to the Congregational polities descended from the founders ( among which were still the Unitarian churches ) , made explicit from the beginning that the conflict between him and the Hunkerish society was not something which could be evaporated into a genteel difference about clerical decorum .	b	B	compound_church	NA	NA	NR	membership	hierarchy	NR
church/N/br-d05/1536	But Theodore Parker , commencing his mission to the world-at-large , disguised as the minister of a `` twenty-eighth Congregational Church '' which bore no resemblance to the Congregational polities descended from the founders ( among which were still the Unitarian churches ) , made explicit from the beginning that the conflict between him and the Hunkerish society was not something which could be evaporated into a genteel difference about clerical decorum .	a2	A	simply_church	which were still the Unitarian <span class='hit'>churches</span> ) , made explicit from	churches	NR	NR	institution	NR
church/N/br-d05/1935	And he took repeated care to let his colleagues know that he intended them : `` Even the Unitarian churches have caught the malaria , and are worse than those who deceived them '' - which implied that they were very bad indeed .	b	B	simply_church	: `` Even the Unitarian <span class='hit'>churches</span> have caught the malaria ,	churches	NR	believers	NR	NR
church/N/br-d05/207	One can even argue - though this is a delicate matter - that every justification existed for their returning the Public Lecture to the First Church , and so to suppress it , rather than let Parker use it as a sounding board for his propaganda when his turn should come to occupy it .	c3	C	compound_church	NA	NA	NR	NR	institution	practice
church/N/br-d06/2048	We trust you are not one of the 70000000 Americans who do not attend church , but who feel that various forms of recreation are more important than worshipping the God who made our country great .	c3	C	simply_church	Americans who do not attend <span class='hit'>church</span> , but who feel that	church	activity	participation	NR	practice
church/N/br-d06/2174	. No amount of religious ceremonies or even joining a church will relieve the gnawing of your `` inner '' space .	b	B	simply_church	ceremonies or even joining a <span class='hit'>church</span> will relieve the gnawing of	church	congregation	membership	NR	NR
church/N/br-d07/1408	; she was fatally injured . The entrance to a church has been walled up , so that the congregation , most of which is in the western sector , cannot worship God there anymore .	c1	C	simply_church	. The entrance to a <span class='hit'>church</span> has been walled up ,	church	material object	NR	NR	NR
church/N/br-d07/216	One of the most wholesome things you could schedule in your church would thus be a group confessional where people could admit of their inner tensions '' .	b1	B	simply_church	you could schedule in your <span class='hit'>church</span> would thus be a group	church	congregation	participation	NR	practice
church/N/br-d09/1044	Ask each member to write a statement on such topics as : `` What Christ Means to Me '' , `` What the Church Means to Me '' , `` Why Join the Church '' , `` The Duties of Church Members '' , etc. .	NA	NA	simply_church	'' , `` What the <span class='hit'>Church</span> Means to Me '' ,	Church	NR	membership	institution	devotion
church/N/br-d09/1054	Ask each member to write a statement on such topics as : `` What Christ Means to Me '' , `` What the Church Means to Me '' , `` Why Join the Church '' , `` The Duties of Church Members '' , etc. .	a2	A	simply_church	, `` Why Join the <span class='hit'>Church</span> '' , `` The Duties	Church	NR	membership	NR	NR
church/N/br-d09/1061	Ask each member to write a statement on such topics as : `` What Christ Means to Me '' , `` What the Church Means to Me '' , `` Why Join the Church '' , `` The Duties of Church Members '' , etc. . Assign a series of catechism	b	B	church_compound	NA	NA	NR	membership	NR	NR
church/N/br-d09/1115	Service . There is a growing conviction among pastors and Church leaders that all those who come into the fellowship of the Church need preparatory training , including those coming by transfer of membership .	a2	A	simply_church	growing conviction among pastors and <span class='hit'>Church</span> leaders that all those who	Church	NR	NR	hierarchy	evangelism
church/N/br-d09/1127	There is a growing conviction among pastors and Church leaders that all those who come into the fellowship of the Church need preparatory training , including those coming by transfer of membership .	b	B	simply_church	into the fellowship of the <span class='hit'>Church</span> need preparatory training , including	Church	NR	membership	NR	evangelism
church/N/br-d09/1156	George E. Sweazey writes : `` There is danger in trying to make admission to the Church so easy and painless that people will scarcely know that anything has happened '' .	a2	A	simply_church	to make admission to the <span class='hit'>Church</span> so easy and painless that	Church	NR	membership	NR	evangelism
church/N/br-d09/1216	For most of them , it will be their first experience in membership training , since this is a recent development in many churches . Those coming from other denominations will welcome the opportunity	b	B	simply_church	a recent development in many <span class='hit'>churches</span> . Those coming from other	churches	congregation	NR	administration	NR
church/N/br-d09/1260	It provides a natural transition into the life of the local church and its organizations . The total process of evangelism reaches	b	B	simply_church	the life of the local <span class='hit'>church</span> and its organizations . The	church	congregation	participation	administration	NR
church/N/br-d09/129	In the average situation about one-third of those visited make commitments to Christ and the Church . The pastor and the Membership Preparation and Assimilation Committee	a1	A	simply_church	commitments to Christ and the <span class='hit'>Church</span> . The pastor and the	Church	NR	participation	NR	devotion
church/N/br-d09/1297	The total process of evangelism reaches the crescendo when the group of new members stands before the congregation to declare publicly their faith and to be received into the fellowship of the Church . This should be a high moment in their lives	a2	A	simply_church	into the fellowship of the <span class='hit'>Church</span> . This should be a	Church	NR	membership	NR	NR
church/N/br-d09/1404	It will help to determine the attitude of the new members toward the Church . It can mean the difference between participation and inaction	a2	A	simply_church	the new members toward the <span class='hit'>Church</span> . It can mean the	Church	NR	membership	NR	NR
church/N/br-d09/1436	The worship service is the natural and logical time to receive new members into the Church . The atmosphere for this momentous experience can be created	a2	A	simply_church	receive new members into the <span class='hit'>Church</span> . The atmosphere for this	Church	NR	membership	NR	NR
church/N/br-d09/1619	Take a picture of the group of new members to be put in the church paper or placed on the bulletin board . Have a	b1	B	church_compound	NA	NA	congregation	participation	NR	NR
church/N/br-d09/1641	luncheon or dinner with new members as guests . The church is `` the family of God '' . The members	a1	A	simply_church	members as guests . The <span class='hit'>church</span> is `` the family of	church	NR	membership	NR	NR
church/N/br-d09/1708	a participant . Yet the most difficult problem in the Church 's program of evangelism is right at this point - helping new members to become participating , growing parts of the fellowship .	a2	A	simply_church	most difficult problem in the <span class='hit'>Church</span> 's program of evangelism is	Church	NR	participation	institution	evangelism
church/N/br-d09/172	The first thirty to sixty days after individuals make their decision will determine their interest and participation in the life of the Church . Neglect means spiritual paralysis or death . Churches that	d	D	simply_church	in the life of the <span class='hit'>Church</span> . Neglect means spiritual paralysis	Church	NR	participation	NR	practice
church/N/br-d09/1774	A study of major denominational membership statistics over a twenty-year period revealed the appalling fact that nearly 40 per cent of those who joined the Church were lost to the Church within seven years . One	a2	A	simply_church	of those who joined the <span class='hit'>Church</span> were lost to the Church	Church	NR	membership	NR	NR
church/N/br-d09/1779	A study of major denominational membership statistics over a twenty-year period revealed the appalling fact that nearly 40 per cent of those who joined the Church were lost to the Church within seven years . One denomination had a membership of	a2	A	simply_church	Church were lost to the <span class='hit'>Church</span> within seven years . One	Church	NR	membership	NR	NR
church/N/br-d09/181	the Church . Neglect means spiritual paralysis or death . Churches that have a carefully planned program of membership preparation and assimilation often keep 85 to 90 per cent of their new members loyal and active .	b	B	simply_church	spiritual paralysis or death . <span class='hit'>Churches</span> that have a carefully planned	Churches	congregation	membership	administration	evangelism
church/N/br-d09/1829	the same period there were 1080062 additions . Another major church body had 4499608 members and twenty years later its membership stood at 4622444 .	b	B	church_compound	NA	NA	NR	membership	administration	NR
church/N/br-d09/1910	This problem is illustrated by the fact that many local churches drop from the active membership rolls each year as many as they receive into the fellowship .	b	B	simply_church	the fact that many local <span class='hit'>churches</span> drop from the active membership	churches	congregation	membership	administration	NR
church/N/br-d09/1946	Studies of membership trends , even in some areas where population is expanding , show that numbers of churches have had little net increase , though many new members were received .	b	B	simply_church	, show that numbers of <span class='hit'>churches</span> have had little net increase	churches	congregation	membership	administration	NR
church/N/br-d09/2026	and carefully developed . The entire membership of the local church must be alerted to their part in this dynamic process .	b	B	simply_church	entire membership of the local <span class='hit'>church</span> must be alerted to their	church	congregation	membership	administration	NR
church/N/br-d09/2040	to their part in this dynamic process . If the church has followed the plan of cultivation of prospects and carried through a program of membership preparation as outlined earlier in this book , the process of assimilation and growth will be well under way .	b	B	simply_church	dynamic process . If the <span class='hit'>church</span> has followed the plan of	church	congregation	membership	administration	NR
church/N/br-d09/2084	way . Those who enter the front door of the church intelligently and with Christian dedication will not so easily step through the back door because of lost interest .	a2	A	simply_church	the front door of the <span class='hit'>church</span> intelligently and with Christian dedication	church	congregation	membership	NR	devotion
church/N/br-d09/2131	meaning of Christian discipleship . When they unite with the Church they must find in this fellowship the satisfaction of their basic spiritual needs or they will never mature into effective Christians .	a2	A	simply_church	When they unite with the <span class='hit'>Church</span> they must find in this	Church	congregation	membership	NR	devotion
church/N/br-d09/2155	or they will never mature into effective Christians . The Church expects certain things of those who become members . The	a2	A	simply_church	into effective Christians . The <span class='hit'>Church</span> expects certain things of those	Church	NR	membership	agentivity	doctrine
church/N/br-d09/2174	. The new members justifiably expect some things from their church family :	b	B	church_compound	NA	NA	congregation	membership	assembly	NR
church/N/br-d09/231	It is important that persons desiring to unite with the Church be prepared for this experience so that it may be meaningful and spiritually significant .	a2	A	simply_church	desiring to unite with the <span class='hit'>Church</span> be prepared for this experience	Church	NR	membership	NR	NR
church/N/br-d09/262	It is unfair and unchristian to ask a person to take the sacred vows of Church membership before he has been carefully instructed concerning their implications .	b	B	church_compound	NA	NA	NR	membership	NR	doctrine
church/N/br-d09/276	has been carefully instructed concerning their implications . Preparation for Church membership begins immediately after the commitment is received . The	b	B	church_compound	NA	NA	NR	membership	NR	devotion
church/N/br-d09/39	When they fall by the wayside and fail to achieve Christian stature , it is an indictment of the Church . These fatalities are dramatic evidence of `` halfway evangelism	a2	A	simply_church	is an indictment of the <span class='hit'>Church</span> . These fatalities are dramatic	Church	NR	NR	agentivity	doctrine
church/N/br-d09/502	of preparation for membership is necessary for adults . Some churches require more . None should ask less . Those who	b	B	simply_church	necessary for adults . Some <span class='hit'>churches</span> require more . None should	churches	congregation	membership	agentivity	doctrine
church/N/br-d09/515	. None should ask less . Those who join the Church need to be instructed in the faith and the meaning of Christian discipleship before they take the sacred vows .	a2	A	simply_church	. Those who join the <span class='hit'>Church</span> need to be instructed in	Church	NR	membership	NR	evangelism
church/N/br-d09/544	vows . They will have a greater appreciation for the Church and a deeper devotion to it if membership requires something of them .	a2	A	simply_church	a greater appreciation for the <span class='hit'>Church</span> and a deeper devotion to	Church	NR	NR	institution	devotion
church/N/br-d09/559	to it if membership requires something of them . Many churches find the Sunday school hour to be the most practical time for adult preparation classes .	b	B	simply_church	something of them . Many <span class='hit'>churches</span> find the Sunday school hour	churches	congregation	participation	administration	evangelism
church/N/br-d09/6	Few persons who join the Church are insincere .	a2	A	simply_church	Few persons who join the <span class='hit'>Church</span> are insincere .	Church	NR	membership	NR	devotion
church/N/br-d09/624	The sessions should cover four major areas : The Christian Faith History of the Church Duties of Church Membership The Local Church and Its Program	a2	A	church_compound	NA	NA	NR	NR	institution	evangelism
church/N/br-d09/627	The sessions should cover four major areas : The Christian Faith History of the Church Duties of Church Membership The Local Church and Its Program Following each instruction	b	B	church_compound	NA	NA	NR	membership	institution	evangelism
church/N/br-d09/631	History of the Church Duties of Church Membership The Local Church and Its Program Following each instruction period a piece of	b	B	compound_church	NA	NA	congregation	membership	administration	evangelism
church/N/br-d09/724	In this session the persons seeking membership are provided information concerning the work of the denomination as well as the program and activities of the local church . The lay leadership of the church may be invited	b	B	simply_church	and activities of the local <span class='hit'>church</span> . The lay leadership of	church	congregation	participation	administration	evangelism
church/N/br-d09/731	of the local church . The lay leadership of the church may be invited to speak on the various phases of church life , service opportunities , the church school , missions , men 's work , women 's work , youth program , social activities , and finances .	b	B	simply_church	The lay leadership of the <span class='hit'>church</span> may be invited to speak	church	congregation	membership	hierarchy	NR
church/N/br-d09/742	The lay leadership of the church may be invited to speak on the various phases of church life , service opportunities , the church school , missions , men 's work , women 's work , youth program , social activities , and finances .	d	D	church_compound	NA	NA	NR	participation	NR	practice
church/N/br-d09/749	The lay leadership of the church may be invited to speak on the various phases of church life , service opportunities , the church school , missions , men 's work , women 's work , youth program , social activities , and finances .	b	B	church_compound	NA	NA	congregation	participation	administration	NR
church/N/br-d09/775	social activities , and finances . The budget of the church may be presented and pledges solicited at this session .	b	B	simply_church	. The budget of the <span class='hit'>church</span> may be presented and pledges	church	congregation	NR	administration	NR
church/N/br-d09/825	The fourth session may be concluded with a tour of the church facilities and refreshments . The social time gives an opportunity	c1	C	church_compound	NA	NA	place	NR	NR	NR
church/N/br-d09/837	and refreshments . The social time gives an opportunity for church leaders to become acquainted with the new members . In	b	B	church_compound	NA	NA	congregation	membership	hierarchy	NR
church/N/br-d09/891	found effective . Extend the number of classes . Some churches have six or more training sessions of two hours each , generally held on Sunday night or during the week .	b	B	simply_church	number of classes . Some <span class='hit'>churches</span> have six or more training	churches	congregation	participation	NR	evangelism
church/N/br-d09/935	Use dramatization - for example , in discussing the Lord 's Supper or church symbolism . Use audio-visual aids . Some excellent filmstrips with	a1	A	simply_church	the Lord 's Supper or <span class='hit'>church</span> symbolism . Use audio-visual aids	church	NR	NR	institution	doctrine
church/N/br-d10/1095	Africans and Asians tend to consider not only missions but the local churches they have produced as centers and agents of Western culture and ideology if not of direct political propaganda .	b	B	simply_church	only missions but the local <span class='hit'>churches</span> they have produced as centers	churches	congregation	membership	administration	evangelism
church/N/br-d10/1913	And in this country Gustave Weigel 's delineation of the line between the sacral and secular orders during the last presidential campaign served to provide a most impressive Roman Catholic defense of the practical autonomy of both church and state . The failure at that time of the	a1	A	simply_church	the practical autonomy of both <span class='hit'>church</span> and state . The failure	church	NR	NR	institution	NR
church/N/br-d10/2114	Leslie Newbiggin reflects the dominant position within the World Council of Churches when he says , `` We must claim absoluteness and finality for Christ and His finished work , but that very claim forbids us to claim absoluteness and finality for our understanding of it '' .	a2	A	simply_church	within the World Council of <span class='hit'>Churches</span> when he says , ``	Churches	NR	NR	institution	NR
church/N/br-d10/2166	Christian claim is of considerable significance . The Roman Catholic Church has excommunicated one of its priests , Father Feeney , for insisting that there is no salvation outside the visible church .	a2	A	compound_church	NA	NA	NR	NR	agentivity	NR
church/N/br-d10/2187	The Roman Catholic Church has excommunicated one of its priests , Father Feeney , for insisting that there is no salvation outside the visible church . In mentioning this under `` salvation reconsidered '' I	a1	A	simply_church	no salvation outside the visible <span class='hit'>church</span> . In mentioning this under	church	NR	NR	institution	doctrine
church/N/br-d10/305	Some persons are so sensitive to this truth as to propose that we do away with institutions altogether ; in the present context this amounts to the advice that while being religious may have a certain justification , we ought to dispense with churches . The suggestion is naive . Man is at once	b	B	simply_church	we ought to dispense with <span class='hit'>churches</span> . The suggestion is naive	churches	congregation	membership	assembly	NR
church/N/br-d12/1462	discussed must surely be raised . The role of both church and university as sources of information and settings within which the implications of such information may be explored needs consideration .	a1	A	simply_church	. The role of both <span class='hit'>church</span> and university as sources of	church	NR	NR	institution	NR
church/N/br-d12/233	? What social , ethical and theological insights can the church and university help him bring to bear upon his situation ?	a1	A	simply_church	and theological insights can the <span class='hit'>church</span> and university help him bring	church	NR	NR	institution	NR
church/N/br-d12/976	Realtors live in their communities as specialists in a given area of work , as members of social and professional organizations , as citizens and civic leaders , as church laymen , as university alumni , as newspaper readers , etc. .	a1	A	church_compound	NA	NA	NR	membership	assembly	NR
church/N/br-d14/1311	We do well to remind ourselves that from men and women of New England ancestry also issued the Church of Jesus Christ of Latter Day Saints , the Seventh Day Adventists , Christian Science , the American Board of Commissioners for Foreign Missions , the American Home Missionary Society , the American Bible Society , and New England theology .	a2	A	simply_church	England ancestry also issued the <span class='hit'>Church</span> of Jesus Christ of Latter	Church	NR	NR	institution	NR
church/N/br-d14/1926	Incurably optimistic , dogmatic , and utterly fearless , in his youth a devout Baptist , in spite of his friendship for the Quaker poet John Greenleaf Whittier ( 1807 - 1892 ) he eventually attacked the orthodox churches for what he deemed their cowardly compromising on the slavery issue and in his invariably ardent manner was emphatically unorthodox and denied the plenary inspiration of the Bible .	a2	A	simply_church	he eventually attacked the orthodox <span class='hit'>churches</span> for what he deemed their	churches	NR	NR	institution	NR
church/N/br-d14/199	As we have seen , a growing proportion , although in 1914 still a minority , were members of churches . Presumably those who did not have a formal church	b	B	simply_church	minority , were members of <span class='hit'>churches</span> . Presumably those who did	churches	congregation	membership	NR	NR
church/N/br-d14/209	churches . Presumably those who did not have a formal church connexion had also felt the influence of Christianity to a greater or less extent .	a1	A	church_compound	NA	NA	NR	participation	NR	practice
church/N/br-d14/2203	of Lyman Beecher . Although he later broke with the churches because he believed that they were insufficiently outspoken against social evils , he remained a devout Christian .	a2	A	simply_church	he later broke with the <span class='hit'>churches</span> because he believed that they	churches	NR	NR	institution	doctrine
church/N/br-d14/234	. Many of them had once been members of a church or at least had been given instruction in Christianity but for one or another reason had allowed the connexion to lapse .	b	B	simply_church	once been members of a <span class='hit'>church</span> or at least had been	church	congregation	membership	NR	evangelism
church/N/br-d14/410	. For instance , we cannot know whether even for church members the degree of conformity to Christian standards of morality increased or declined as the proportion of church members in the population rose .	b	B	church_compound	NA	NA	NR	membership	NR	NR
church/N/br-d14/428	For instance , we cannot know whether even for church members the degree of conformity to Christian standards of morality increased or declined as the proportion of church members in the population rose . The temptation is to	b	B	church_compound	NA	NA	NR	membership	NR	NR
church/N/br-d14/446	The temptation is to say that , as the percentage of church members mounted , the degree of discipline exercised by the churches lessened and the trend was towards conformity to the general level .	b	B	church_compound	NA	NA	NR	membership	NR	NR
church/N/br-d14/457	The temptation is to say that , as the percentage of church members mounted , the degree of discipline exercised by the churches lessened and the trend was towards conformity to the general level .	a2	A	simply_church	of discipline exercised by the <span class='hit'>churches</span> lessened and the trend was	churches	congregation	membership	agentivity	doctrine
church/N/br-d14/507	ethical codes to which the majority subscribed . Thus Baptist churches on the frontier took cognizance of charges against their members of drunkenness , fighting , malicious gossip , lying , cheating , sexual irregularities , gambling , horse racing , and failure to pay just debts .	b	B	simply_church	majority subscribed . Thus Baptist <span class='hit'>churches</span> on the frontier took cognizance	churches	congregation	membership	agentivity	NR
church/N/br-d14/557	, the offender might be excluded from membership . As church membership burgeoned , such measures faded into desuetude . But	b	B	church_compound	NA	NA	congregation	membership	NR	NR
church/N/br-d14/726	. By the end of the century the Roman Catholic Church was beginning to make itself felt , mainly through such institutions as hospitals but also through its attitude towards organized labour .	a2	A	compound_church	NA	NA	NR	NR	institution	NR
church/N/br-d16/1602	13 . You may be very religious , a good church member , an upright , honest and sincere person ; you may be baptized , confirmed , reverent and worshipful ; you may attend mass , do penance , say prayers and zealously keep all the sacraments and ceremonies of the church ; you may have the final and extreme unction but if you are not born again you are lost and headed for hell and eternal punishment .	b	B	church_compound	NA	NA	NR	participation	NR	practice
church/N/br-d16/1644	You may be very religious , a good church member , an upright , honest and sincere person ; you may be baptized , confirmed , reverent and worshipful ; you may attend mass , do penance , say prayers and zealously keep all the sacraments and ceremonies of the church ; you may have the final and extreme unction but if you are not born again you are lost and headed for hell and eternal punishment .	a2	A	simply_church	sacraments and ceremonies of the <span class='hit'>church</span> ; you may have the	church	NR	NR	NR	doctrine
church/N/br-d16/1947	You can ignore His Book , the Bible , and His church . You can laugh at His blood-bought salvation , curse	a1	A	simply_church	the Bible , and His <span class='hit'>church</span> . You can laugh at	church	NR	believers	assembly	doctrine
church/N/br-d16/220	reading of the Holy Scriptures '' . Since the Catholic Church expresses such desire that the Sacred Scriptures be read , the following taken from the Holy Bible ( New Catholic Edition ) will prove a means of grace and a source of great spiritual blessing .	a2	A	compound_church	NA	NA	NR	NR	agentivity	doctrine
church/N/br-d17/1073	Each contributes something different , and something important : Ruth Peale , her wide experience in church work ; Sidney Fields , years of experience as a New York columnist ; Catherine Marshall LeSourd the insight that has made her books world-famous and Norm Mullendore , the keen perception of an advertising executive .	b	B	church_compound	NA	NA	NR	participation	NR	evangelism
church/N/br-d17/569	For example , early in my life , when one of my editorial workers wanted to find out how churches and philanthropic organizations met the needs of New York 's down-and-outers , he did n't just ask questions .	a2	A	simply_church	wanted to find out how <span class='hit'>churches</span> and philanthropic organizations met the	churches	congregation	NR	institution	NR
church/N/br-e12/1082	In San Antonio visit the famous Alamo and photograph 18 th Century Spanish buildings and churches . The Great Smoky Mountains is another area of the	c1	C	simply_church	th Century Spanish buildings and <span class='hit'>churches</span> . The Great Smoky Mountains	churches	material object	NR	NR	NR
church/N/br-e13/1916	Going through the Imperial Gate in the wall , I entered the grounds of Topkapi Palace , home of the Sultans and nerve center of the vast Ottoman Empire , and walked along a road toward another gate in the distance , past the Church of St. Irene , completed by Constantine in 330 A. D. on my left , and then , just outside the second gate , I saw a spring with a tap in the wall on my right - the Executioner 's Spring , where he washed his hands and his sword after beheading his victims .	c1	C	simply_church	the distance , past the <span class='hit'>Church</span> of St. Irene , completed	Church	landmark	NR	NR	NR
church/N/br-e13/272	In 1453 when the last vestige of ancient Roman power fell to the Turks , the city officially shifted religions - although the Patriarch , or Pope , of the Orthodox Church continued to live there , and still does - and became the capital of the Ottoman Empire .	a2	A	compound_church	NA	NA	NR	NR	hierarchy	NR
church/N/br-e13/754	Erected on the site of pagan temples and three previous St. Sophias , the first of which was begun by Constantine , this fourth church was started by Justinian in 532 and completed twenty years later .	c1	C	simply_church	by Constantine , this fourth <span class='hit'>church</span> was started by Justinian in	church	material object	NR	NR	NR
church/N/br-e13/808	. Nevertheless , it remained one of the most splendid churches of the Eastern Empire , where the Byzantine Emperors were crowned .	c1	C	simply_church	one of the most splendid <span class='hit'>churches</span> of the Eastern Empire ,	churches	material object	NR	NR	NR
church/N/br-f15/1245	Consider what happened during World War 1 , , when the Protestant churches united to push the Prohibition law through Congress . Many	a2	A	simply_church	, , when the Protestant <span class='hit'>churches</span> united to push the Prohibition	churches	NR	NR	agentivity	NR
church/N/br-f15/1425	Up to the turn of the century , contraception was condemned by all Christian churches as immoral , unnatural and contrary to divine law .	a2	A	simply_church	was condemned by all Christian <span class='hit'>churches</span> as immoral , unnatural and	churches	NR	NR	agentivity	doctrine
church/N/br-f15/1455	Christian countries . Today , the Roman Catholic and Orthodox Churches stand virtually alone in holding that conviction . The various	a2	A	compound_church	NA	NA	NR	NR	agentivity	doctrine
church/N/br-f15/1720	In March , 1931 , 22 out of 28 members of a committee of the Federal Council of Churches ratified artificial methods of birth control . `` As to	a2	A	simply_church	of the Federal Council of <span class='hit'>Churches</span> ratified artificial methods of birth	Churches	NR	NR	agentivity	doctrine
church/N/br-f15/1887	This development is reflected in the action taken in February , 1961 , by the general board of the National Council of Churches , the largest Protestant organization in the US . The	a2	A	simply_church	of the National Council of <span class='hit'>Churches</span> , the largest Protestant organization	Churches	NR	NR	agentivity	NR
church/N/br-f15/1944	The general board declared : `` Most of the Protestant churches hold contraception and periodic continence to be morally right when the motives are right .	a2	A	simply_church	`` Most of the Protestant <span class='hit'>churches</span> hold contraception and periodic continence	churches	NR	NR	agentivity	doctrine
church/N/br-f15/1998	'' . An action once universally condemned by all Christian churches and forbidden by the civil law is now not only approved by the overwhelming majority of Protestant denominations , but also deemed , at certain times , to be a positive religious duty .	a2	A	simply_church	universally condemned by all Christian <span class='hit'>churches</span> and forbidden by the civil	churches	NR	NR	agentivity	doctrine
church/N/br-f15/713	birth control only for medical reasons . The Roman Catholic Church , however , sanctions a much more liberal policy on family planning .	a2	A	compound_church	NA	NA	NR	NR	agentivity	doctrine
church/N/br-f15/754	over the methods to be used . The Roman Catholic Church sanctions only abstention or the rhythm method , also known as the use of the infertile or safe period .	a2	A	compound_church	NA	NA	NR	NR	agentivity	doctrine
church/N/br-f15/776	the use of the infertile or safe period . The Church considers this to be the method provided by nature and its divine Author : It involves no frustration of nature 's laws , but simply an intelligent and disciplined use of them .	a2	A	simply_church	or safe period . The <span class='hit'>Church</span> considers this to be the	Church	NR	NR	agentivity	doctrine
church/N/br-f15/821	With the exception of the Roman Catholic and the Orthodox Catholic Churches , most churches make no moral distinction between rhythm and mechanical or chemical contraceptives , allowing the couple free choice .	a2	A	compound_church	NA	NA	NR	NR	agentivity	doctrine
church/N/br-f15/824	With the exception of the Roman Catholic and the Orthodox Catholic Churches , most churches make no moral distinction between rhythm and mechanical or chemical contraceptives , allowing the couple free choice .	a2	A	simply_church	Orthodox Catholic Churches , most <span class='hit'>churches</span> make no moral distinction between	churches	NR	NR	agentivity	doctrine
church/N/br-f15/862	seems little chance of agreement . The grounds for the Church 's position are Scriptural ( Old Testament ) , the teachings of the fathers and doctors of the early Church , the unbroken tradition of nineteen centuries , the decisions of the highest ecclesiastical authority and the natural law .	a2	A	simply_church	. The grounds for the <span class='hit'>Church</span> 's position are Scriptural (	Church	NR	NR	agentivity	doctrine
church/N/br-f15/882	The grounds for the Church 's position are Scriptural ( Old Testament ) , the teachings of the fathers and doctors of the early Church , the unbroken tradition of nineteen centuries , the decisions of the highest ecclesiastical authority and the natural law .	a1	A	simply_church	and doctors of the early <span class='hit'>Church</span> , the unbroken tradition of	Church	NR	NR	hierarchy	doctrine
church/N/br-f44/1076	This means that the antennae of the congregation are extended into the community , picking up the wave lengths of those who will fit into the social and economic level of the congregation ; the mission of the church is actually a process of informal co-optation ; the lay ministry is a means to recruit like-minded people who will strengthen the social class nucleus of the congregation .	b	B	simply_church	; the mission of the <span class='hit'>church</span> is actually a process of	church	congregation	membership	administration	evangelism
