_id	sentence	sense	broadsense	supersense	compound_status	_text	wordform	building_bool	building	comm	organization	set_of_beliefs
church/N/br-k01/769	It was a Negro section of peeling row houses , store-front churches and ragged children . Rachel had to bend toward Scotty	c1	building	C	simply_church	peeling row houses , store-front <span class='hit'>churches</span> and ragged children . Rachel	churches	TRUE	material object	NR	NR	NR
church/N/br-k04/1530	He emphasized to the Presiding Elder the plan of giving up the old church and moving across the river . The Presiding Elder was	c1	building	C	simply_church	of giving up the old <span class='hit'>church</span> and moving across the river	church	TRUE	material object	NR	NR	NR
church/N/br-k04/1578	. The bank which held the mortgage on the old church declared that the interest was considerably in arrears , and the real estate people said flatly that the land across the river was being held for an eventual development for white working people who were coming in , and that none would be sold to colored folk .	c1	building	C	simply_church	the mortgage on the old <span class='hit'>church</span> declared that the interest was	church	TRUE	material object	NR	NR	NR
church/N/br-k04/1634	colored folk . When it was proposed to rebuild the church , Wilson found that the terms for a new mortgage were very high .	c1	building	C	simply_church	was proposed to rebuild the <span class='hit'>church</span> , Wilson found that the	church	TRUE	material object	NR	NR	NR
church/N/br-k04/1685	his Deacon Board , he met unanimous opposition . The church certainly would not be removed . The very proposition was	c1	building	C	simply_church	met unanimous opposition . The <span class='hit'>church</span> certainly would not be removed	church	TRUE	material object	NR	NR	NR
church/N/br-k04/1807	Do n't you see the amount of money that has been invested by whites around that church ? Tenements , stores , saloons , some gambling ,	c1	building	C	simply_church	invested by whites around that <span class='hit'>church</span> ? Tenements , stores ,	church	TRUE	material object	NR	administration	NR
church/N/br-k04/1874	Now , if I were you I would just plan to repair the old church so it would last for five or ten years .	c1	building	C	simply_church	plan to repair the old <span class='hit'>church</span> so it would last for	church	TRUE	material object	NR	NR	NR
church/N/br-k04/923	she was chief repository . Then Wilson looked over the church and studied its condition . The salary of the pastor	c1	building	C	simply_church	Then Wilson looked over the <span class='hit'>church</span> and studied its condition .	church	TRUE	material object	NR	NR	NR
church/N/br-k04/975	mentioned this to the Deacons they said nothing . The church itself must be repaired . It was dirty and neglected	c1	building	C	simply_church	they said nothing . The <span class='hit'>church</span> itself must be repaired .	church	TRUE	material object	NR	NR	NR
church/N/br-k06/1389	its peaked lance . Stevie was constantly slipping into the church . He pulled with all his strength at the heavy	c1	building	C	simply_church	was constantly slipping into the <span class='hit'>church</span> . He pulled with all	church	TRUE	material object	NR	NR	NR
church/N/br-k06/1473	Far away , standing before a curtained window in the study room , was his father , hands tucked under his coattails , and staring into the dark church . The figure was wreathed in an extraordinary luminescence .	c1	building	C	simply_church	and staring into the dark <span class='hit'>church</span> . The figure was wreathed	church	TRUE	material object	NR	NR	NR
church/N/br-k06/1925	"open . Lightning might strike the steeples of the other churches ; not of Drew Church . A flash illumined the"	c1	building	C	simply_church	"the steeples of the other <span class='hit'>churches</span> ; not of Drew Church"	churches	TRUE	material object	NR	NR	NR
church/N/br-k06/528	"head out . There was the slate roof of the church ; ivy climbed the red brick walls like a green scaled monster ."	c1	building	C	simply_church	"the slate roof of the <span class='hit'>church</span> ; ivy climbed the red"	church	TRUE	material object	NR	NR	NR
church/N/br-k06/571	`` There 's a tower and a steeple on the church a million feet high . And the loudest clock in	c1	building	C	simply_church	and a steeple on the <span class='hit'>church</span> a million feet high .	church	TRUE	material object	NR	NR	NR
church/N/br-k06/659	Orange Square . The steeple leaned backward , while the church advanced like a headless creature in a long , shapeless coat .	c1	building	C	simply_church	leaned backward , while the <span class='hit'>church</span> advanced like a headless creature	church	TRUE	material object	NR	NR	NR
church/N/br-k10/967	time . Quickening his steps , John entered the vast church and climbed the tower steps to the bells . Underneath	c1	building	C	simply_church	, John entered the vast <span class='hit'>church</span> and climbed the tower steps	church	TRUE	material object	NR	NR	NR
church/N/br-k13/533	Harold indicated the photograph on the wall and asked what church the stone sculpture was in . Eugene told him and	c1	building	C	simply_church	the wall and asked what <span class='hit'>church</span> the stone sculpture was in	church	TRUE	material object	NR	NR	NR
church/N/br-k16/2294	And all this too shall pass away : it came to him out of some dim corner of memory from a church service when he was a boy - yes , in a white church with a thin spur steeple in the patriarchal Hudson Valley , where a feeling of plenitude was normal in those English Dutch manors with their well-fed squires .	c1	building	C	simply_church	yes , in a white NA with a thin spur steeple	NA	TRUE	material object	NR	NR	NR
church/N/br-p01/1161	Yet everywhere else sameness was stucco and wood in square blocks - like fortresses perched against the slant of the hill , rising with the hill to the top where the church was and beyond that to the cemetery . Only paved	c1	building	C	simply_church	to the top where the <span class='hit'>church</span> was and beyond that to	church	TRUE	material object	NR	NR	NR
church/N/br-p04/2429	herself wondering what she would say to Doaty . Both church and graveyard were smaller than she remembered them ( how many things had lessened while she was gone away ) but the headstones had grown so thick in thirty years that to find one named `` Dorothy Tredding '' seemed suddenly impossible .	c1	building	C	simply_church	say to Doaty . Both <span class='hit'>church</span> and graveyard were smaller than	church	TRUE	material object	NR	NR	NR
church/N/br-p04/983	door . To a Blackwell , there was only one church . The cemetery slumbered just behind it , and the	c1	building	C	simply_church	, there was only one <span class='hit'>church</span> . The cemetery slumbered just	church	TRUE	material object	NR	NR	NR
church/N/br-p09/150	. Wednesday nights after youth fellowship . Out of the church and into his big car , it tooling over the road with him driving and the headlights sweeping the pike ahead and after he hit college , his expansiveness , the quaint little pine board tourist courts , cabins really , with a cute naked light bulb in the ceiling ( unfrosted and naked as a streetlight , like the one on the corner where you used to play when you were a kid , where you watched the bats swooping in after the bugs , watching in between your bouts at hopscotch ) , a room complete with moths pinging the light and the few casual cockroaches cruising the walls , an insect Highway Patrol with feelers waving .	c1	building	C	simply_church	fellowship . Out of the <span class='hit'>church</span> and into his big car	church	TRUE	material object	NR	NR	NR
church/N/br-p12/1014	took a taxi to Trastevere . `` There 's a church you should see '' , she said . And when	c1	building	C	simply_church	. `` There 's a <span class='hit'>church</span> you should see '' ,	church	TRUE	material object	NR	NR	NR
church/N/br-p12/1063	Alberto . He let her tell him all about the church . Then they had dinner . All evening she was	c1	building	C	simply_church	tell him all about the <span class='hit'>church</span> . Then they had dinner	church	TRUE	material object	NR	NR	NR
church/N/br-p12/1141	He had never heard so many bells , and as he lay there listening , he thought of her scolding him for his remarks when he had looked up at the obelisk and the church at the top of the Spanish Steps . It was	c1	building	C	simply_church	at the obelisk and the <span class='hit'>church</span> at the top of the	church	TRUE	material object	NR	NR	NR
church/N/br-a07/1325	Interviews with several church leaders have disclosed that this development has raised the question whether the Peace Corps will be able to prevent confusion for church and state over methods , means and goals . There	a1	organization	A	simply_church	able to prevent confusion for <span class='hit'>church</span> and state over methods ,	church	FALSE	NR	NR	institution	NR
church/N/br-a07/1487	And then , some churchmen remarked , there is a more classical church-state problem : Can religious agencies use Government funds and Peace Corps personnel in their projects and still preserve the constitutional requirement on separation of church and state ? R. Sargent Shriver Jr. , director of	a1	organization	A	simply_church	constitutional requirement on separation of <span class='hit'>church</span> and state ? R. Sargent	church	FALSE	NR	NR	institution	NR
church/N/br-a10/1754	`` Surveys show that one out of three Americans has vital contact with the church . This means that more than 100 million have no	d	organization	D	simply_church	has vital contact with the <span class='hit'>church</span> . This means that more	church	FALSE	NR	participation	NR	practice
church/N/br-a10/1769	This means that more than 100 million have no vital touch with the church or religious life '' , he told delegates Friday .	d	organization	D	simply_church	no vital touch with the <span class='hit'>church</span> or religious life '' ,	church	FALSE	NR	participation	NR	practice
church/N/br-a10/1940	some changes in methods , he said . `` The church 's ability to change her methods is going to determine her ability to meet the challenge of this hour '' .	a2	organization	A	simply_church	he said . `` The <span class='hit'>church</span> 's ability to change her	church	FALSE	NR	NR	agentivity	doctrine
church/N/br-a35/810	closer scrutiny . For while the past needs of the Church in this country may have been adequately met by collegiate institutions , which in temper and tone closely resembled junior colleges and finishing schools , it would seem that today 's need is for the college which more closely resembles the university in its `` pursuit of excellence '' .	a2	organization	A	simply_church	the past needs of the <span class='hit'>Church</span> in this country may have	Church	FALSE	NR	NR	agentivity	NR
church/N/br-b08/1912	A minister should not stay `` beyond the time that his leadership should benefit '' his church , he wrote , `` for he becomes ordinary '' .	b	congregation	B	simply_church	leadership should benefit '' his <span class='hit'>church</span> , he wrote , ``	church	FALSE	NR	believers	hierarchy	NR
church/N/br-b08/2063	A man who gives himself to God and to the believers of his church takes upon himself a life of giving . He does	a2	congregation	A	simply_church	to the believers of his <span class='hit'>church</span> takes upon himself a life	church	FALSE	NR	believers	NR	devotion
church/N/br-b12/2009	In the second and third chapters of Revelation the new version retains , however , the old phrase `` angel of the church '' which Biblical scholars have previously interpreted as meaning bishop .	a1	organization	A	simply_church	phrase `` angel of the <span class='hit'>church</span> '' which Biblical scholars have	church	FALSE	NR	NR	hierarchy	doctrine
church/N/br-b12/2217	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	organization	A	simply_church	up of representatives of the <span class='hit'>Church</span> of England , Church of	Church	FALSE	NR	participation	institution	NR
church/N/br-b12/2221	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	organization	A	simply_church	the Church of England , <span class='hit'>Church</span> of Scotland , Methodist Church	Church	FALSE	NR	participation	institution	NR
church/N/br-b12/2239	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	organization	A	simply_church	Presbyterian Church of England , <span class='hit'>Churches</span> in Wales , Churches in	Churches	FALSE	NR	NR	institution	NR
church/N/br-b12/2243	The New Testament offered to the public today is the first result of the work of a joint committee made up of representatives of the Church of England , Church of Scotland , Methodist Church , Congregational Union , Baptist Union , Presbyterian Church of England , Churches in Wales , Churches in Ireland , Society of Friends , British and Foreign Bible Society and National Society of Scotland .	a2	organization	A	simply_church	, Churches in Wales , <span class='hit'>Churches</span> in Ireland , Society of	Churches	FALSE	NR	NR	institution	NR
church/N/br-b22/1005	The Council we now know will concern itself directly only with the internal affairs of the Church . As it has turned out , however , the	a2	organization	A	simply_church	the internal affairs of the <span class='hit'>Church</span> . As it has turned	Church	FALSE	NR	NR	institution	NR
church/N/br-b22/1077	First of all , it is now known that Pope John sees the renewal and purification of the Church as an absolutely necessary step toward Christian unity . Far	a2	organization	A	simply_church	renewal and purification of the <span class='hit'>Church</span> as an absolutely necessary step	Church	FALSE	NR	believers	NR	NR
church/N/br-b22/1102	Far from being irrelevant to the ecumenical task , the Pontiff believes that a revivified Church is required in order that the whole world may see Catholicism in the best possible light .	a1	organization	A	simply_church	Pontiff believes that a revivified <span class='hit'>Church</span> is required in order that	Church	FALSE	NR	believers	assembly	NR
church/N/br-b22/1154	A major aim of the Council will be to remove as far as possible whatever in the Church today stands in the way of unity . Secondly ,	a1	organization	A	simply_church	as possible whatever in the <span class='hit'>Church</span> today stands in the way	Church	FALSE	NR	believers	institution	NR
church/N/br-b22/1193	Secondly , a whole series of addresses and actions by the Pope and by others show that concern for Christian unity is still very much alive and growing within the Church . The establishment , by the Holy Father , of	a2	organization	A	simply_church	alive and growing within the <span class='hit'>Church</span> . The establishment , by	Church	FALSE	NR	believers	institution	NR
church/N/br-b22/1233	The designation of five Catholic theologians to attend the World Council of Churches assembly in New Delhi as `` official '' observers reverses the Church 's earlier stand .	a2	organization	A	simply_church	attend the World Council of <span class='hit'>Churches</span> assembly in New Delhi as	Churches	FALSE	NR	NR	institution	NR
church/N/br-b22/1245	The designation of five Catholic theologians to attend the World Council of Churches assembly in New Delhi as `` official '' observers reverses the Church 's earlier stand . The public appeal by the new	a2	organization	A	simply_church	official '' observers reverses the <span class='hit'>Church</span> 's earlier stand . The	Church	FALSE	NR	NR	agentivity	doctrine
church/N/br-b22/1318	Augustin Cardinal Bea , the director of the Secretariate for Christian Unity , has expressed as directly as anyone the new spirit that pervades the Church 's stance toward the Protestant and Orthodox Churches . Noting	a2	organization	A	simply_church	new spirit that pervades the <span class='hit'>Church</span> 's stance toward the Protestant	Church	FALSE	NR	NR	agentivity	doctrine
church/N/br-b22/1326	Augustin Cardinal Bea , the director of the Secretariate for Christian Unity , has expressed as directly as anyone the new spirit that pervades the Church 's stance toward the Protestant and Orthodox Churches . Noting all the difficulties that stand in the way	a2	organization	A	simply_church	toward the Protestant and Orthodox <span class='hit'>Churches</span> . Noting all the difficulties	Churches	FALSE	NR	NR	institution	NR
church/N/br-d01/1628	When we see the steady and methodical inculcation into humanity of the idea of man 's worthlessness - until redeemed - the necessity of the Devil may become evident as a weapon , a weapon designed and used time and time again in every age to whip men into a surrender to a particular church or church-state '' . Apparently he does not intend that	a2	organization	A	simply_church	a surrender to a particular <span class='hit'>church</span> or church-state '' . Apparently	church	FALSE	NR	NR	institution	NR
church/N/br-d02/1641	Although they have also been concerned to stand squarely within the tradition of the apostolic church , they have exhibited no willingness whatever to sacrifice their modernity to their Christianity .	a2	organization	A	simply_church	the tradition of the apostolic <span class='hit'>church</span> , they have exhibited no	church	FALSE	NR	NR	institution	doctrine
church/N/br-d02/548	The same thing is also evidenced by the extreme `` culture Protestantism '' so often observed to characterize the preaching and teaching of the American churches . In the absence of a truly adequate conceptuality in	b	organization	B	simply_church	and teaching of the American <span class='hit'>churches</span> . In the absence of	churches	FALSE	NR	participation	institution	evangelism
church/N/br-d02/706	However , even if the latent demand for demythologization is not nearly as widespread as we are claiming , at least among the cultured elements of the population there tends to be an almost complete indifference to the church and its traditional message of sin and grace . To	a2	organization	A	simply_church	almost complete indifference to the <span class='hit'>church</span> and its traditional message of	church	FALSE	NR	NR	agentivity	doctrine
church/N/br-d02/877	? There is an ancient and venerable tradition in the church ( which derives , however , from the heritage of the Greeks rather than from the Bible ) that God is completely independent of his creation and so has no need of men for accomplishing his work in the world .	a2	organization	A	simply_church	and venerable tradition in the <span class='hit'>church</span> ( which derives , however	church	FALSE	NR	NR	institution	doctrine
church/N/br-d02/923	his work in the world . by analogy , the church also has been regarded as entirely independent of the `` world '' in the sense of requiring nothing from it in order to be the church .	a1	organization	A	simply_church	. by analogy , the <span class='hit'>church</span> also has been regarded as	church	FALSE	NR	NR	institution	NR
church/N/br-d02/949	by analogy , the church also has been regarded as entirely independent of the `` world '' in the sense of requiring nothing from it in order to be the church . But , as Scripture everywhere reminds us , God	a1	organization	A	simply_church	in order to be the <span class='hit'>church</span> . But , as Scripture	church	FALSE	NR	NR	institution	NR
church/N/br-d02/969	But , as Scripture everywhere reminds us , God does have need of his creatures , and the church , a fortiori , can ill afford to do without the talents with which the world , by God 's providence , presents it .	a1	organization	A	simply_church	his creatures , and the <span class='hit'>church</span> , a fortiori , can	church	FALSE	NR	believers	agentivity	NR
church/N/br-d03/1883	The general tone of articles appearing in such important newspapers as the Manchester Guardian and the Sunday Observer implies a kindly recognition that the Catholic Church is now at least of equal stature in England with the Protestant churches . On successive Sundays during October , 1960 , Paul	b	organization	B	simply_church	in England with the Protestant NA . On successive Sundays during	NA	FALSE	NR	NR	institution	NR
church/N/br-d03/1908	On successive Sundays during October , 1960 , Paul Ferris ( a non-Catholic ) wrote articles in the Observer depicting clergymen of the Church of England , the Church of Rome and the Nonconformist Church .	a2	organization	A	simply_church	Observer depicting clergymen of the NA of England , the Church	NA	FALSE	NR	membership	institution	NR
church/N/br-d03/1913	On successive Sundays during October , 1960 , Paul Ferris ( a non-Catholic ) wrote articles in the Observer depicting clergymen of the Church of England , the Church of Rome and the Nonconformist Church . The Catholic priest	a2	organization	A	simply_church	Church of England , the NA of Rome and the Nonconformist	NA	FALSE	NR	membership	institution	NR
church/N/br-d03/313	"In representing part of this new picture , I will be recounting some of my own personal experiences , reactions and judgments ; but my primary aim is to transcribe what Englishmen themselves are saying and writing and implying about the Roman and Anglican Churches and about the present religious state of England . Since"	a2	organization	A	simply_church	about the Roman and Anglican <span class='hit'>Churches</span> and about the present religious	Churches	FALSE	NR	NR	institution	NR
church/N/br-d03/35	Representing as it did the efforts of only unauthorized individuals of the Roman and Anglican Churches , and urging a communion of prayer unacceptable to Rome , this association produced little fruit , and , in fact , was condemned by the Holy Office in 1864 .	a2	organization	A	simply_church	of the Roman and Anglican <span class='hit'>Churches</span> , and urging a communion	Churches	FALSE	NR	membership	institution	NR
church/N/br-d03/862	According to a newspaper report of the 1961 statistics of the Church of England , the `` total of confirmed members is 9748000 , but only 2887671 are registered on the parochial church rolls '' , and `` over 27 million people in England are baptized into the Church of England , but roughly only a tenth of them continue '' .	a2	organization	A	simply_church	the 1961 statistics of the <span class='hit'>Church</span> of England , the ``	Church	FALSE	NR	membership	institution	NR
church/N/br-d03/899	According to a newspaper report of the 1961 statistics of the Church of England , the `` total of confirmed members is 9748000 , but only 2887671 are registered on the parochial church rolls '' , and `` over 27 million people in England are baptized into the Church of England , but roughly only a tenth of them continue '' .	a2	organization	A	simply_church	England are baptized into the <span class='hit'>Church</span> of England , but roughly	Church	FALSE	NR	membership	institution	NR
church/N/br-d03/945	An amazing article in the Manchester Guardian of last November , entitled `` Fate of Redundant Churches '' , states than an Archbishops ' Commission `` reported last month that in the Church of England alone there are 790 churches which are redundant now , or will be in 20 years ' time .	a2	organization	A	simply_church	last month that in the <span class='hit'>Church</span> of England alone there are	Church	FALSE	NR	NR	institution	NR
church/N/br-d05/1163	But Parker as the ultra-liberal minister within the pale of a church which had proclaimed itself the repository of liberality poses a different problem , which is not to be resolved by holding him up as the champion of freedom .	a2	congregation	A	simply_church	within the pale of a <span class='hit'>church</span> which had proclaimed itself the	church	FALSE	NR	membership	hierarchy	NR
church/N/br-d05/1536	But Theodore Parker , commencing his mission to the world-at-large , disguised as the minister of a `` twenty-eighth Congregational Church '' which bore no resemblance to the Congregational polities descended from the founders ( among which were still the Unitarian churches ) , made explicit from the beginning that the conflict between him and the Hunkerish society was not something which could be evaporated into a genteel difference about clerical decorum .	a2	organization	A	simply_church	which were still the Unitarian <span class='hit'>churches</span> ) , made explicit from	churches	FALSE	NR	NR	institution	NR
church/N/br-d05/1935	And he took repeated care to let his colleagues know that he intended them : `` Even the Unitarian churches have caught the malaria , and are worse than those who deceived them '' - which implied that they were very bad indeed .	b	organization	B	simply_church	: `` Even the Unitarian <span class='hit'>churches</span> have caught the malaria ,	churches	FALSE	NR	believers	NR	NR
church/N/br-d09/1044	Ask each member to write a statement on such topics as : `` What Christ Means to Me '' , `` What the Church Means to Me '' , `` Why Join the Church '' , `` The Duties of Church Members '' , etc. .	NA	organization	NA	simply_church	'' , `` What the <span class='hit'>Church</span> Means to Me '' ,	Church	FALSE	NR	membership	institution	devotion
church/N/br-d09/1054	Ask each member to write a statement on such topics as : `` What Christ Means to Me '' , `` What the Church Means to Me '' , `` Why Join the Church '' , `` The Duties of Church Members '' , etc. .	a2	organization	A	simply_church	, `` Why Join the <span class='hit'>Church</span> '' , `` The Duties	Church	FALSE	NR	membership	NR	NR
church/N/br-d09/1115	Service . There is a growing conviction among pastors and Church leaders that all those who come into the fellowship of the Church need preparatory training , including those coming by transfer of membership .	a2	organization	A	simply_church	growing conviction among pastors and <span class='hit'>Church</span> leaders that all those who	Church	FALSE	NR	NR	hierarchy	evangelism
church/N/br-d09/1127	There is a growing conviction among pastors and Church leaders that all those who come into the fellowship of the Church need preparatory training , including those coming by transfer of membership .	b	congregation	B	simply_church	into the fellowship of the <span class='hit'>Church</span> need preparatory training , including	Church	FALSE	NR	membership	NR	evangelism
church/N/br-d09/1156	George E. Sweazey writes : `` There is danger in trying to make admission to the Church so easy and painless that people will scarcely know that anything has happened '' .	a2	congregation	A	simply_church	to make admission to the <span class='hit'>Church</span> so easy and painless that	Church	FALSE	NR	membership	NR	evangelism
church/N/br-d09/129	In the average situation about one-third of those visited make commitments to Christ and the Church . The pastor and the Membership Preparation and Assimilation Committee	a1	congregation	A	simply_church	commitments to Christ and the <span class='hit'>Church</span> . The pastor and the	Church	FALSE	NR	participation	NR	devotion
church/N/br-d09/1297	The total process of evangelism reaches the crescendo when the group of new members stands before the congregation to declare publicly their faith and to be received into the fellowship of the Church . This should be a high moment in their lives	a2	congregation	A	simply_church	into the fellowship of the <span class='hit'>Church</span> . This should be a	Church	FALSE	NR	membership	NR	NR
church/N/br-d09/1404	It will help to determine the attitude of the new members toward the Church . It can mean the difference between participation and inaction	a2	congregation	A	simply_church	the new members toward the <span class='hit'>Church</span> . It can mean the	Church	FALSE	NR	membership	NR	NR
church/N/br-d09/1436	The worship service is the natural and logical time to receive new members into the Church . The atmosphere for this momentous experience can be created	a2	congregation	A	simply_church	receive new members into the <span class='hit'>Church</span> . The atmosphere for this	Church	FALSE	NR	membership	NR	NR
church/N/br-d09/1641	luncheon or dinner with new members as guests . The church is `` the family of God '' . The members	a1	congregation	A	simply_church	members as guests . The <span class='hit'>church</span> is `` the family of	church	FALSE	NR	membership	NR	NR
church/N/br-d09/1708	a participant . Yet the most difficult problem in the Church 's program of evangelism is right at this point - helping new members to become participating , growing parts of the fellowship .	a2	congregation	A	simply_church	most difficult problem in the <span class='hit'>Church</span> 's program of evangelism is	Church	FALSE	NR	participation	institution	evangelism
church/N/br-d09/172	The first thirty to sixty days after individuals make their decision will determine their interest and participation in the life of the Church . Neglect means spiritual paralysis or death . Churches that	d	congregation	D	simply_church	in the life of the <span class='hit'>Church</span> . Neglect means spiritual paralysis	Church	FALSE	NR	participation	NR	practice
church/N/br-d09/1774	A study of major denominational membership statistics over a twenty-year period revealed the appalling fact that nearly 40 per cent of those who joined the Church were lost to the Church within seven years . One	a2	congregation	A	simply_church	of those who joined the <span class='hit'>Church</span> were lost to the Church	Church	FALSE	NR	membership	NR	NR
church/N/br-d09/1779	A study of major denominational membership statistics over a twenty-year period revealed the appalling fact that nearly 40 per cent of those who joined the Church were lost to the Church within seven years . One denomination had a membership of	a2	congregation	A	simply_church	Church were lost to the <span class='hit'>Church</span> within seven years . One	Church	FALSE	NR	membership	NR	NR
church/N/br-d09/2155	or they will never mature into effective Christians . The Church expects certain things of those who become members . The	a2	congregation	A	simply_church	into effective Christians . The <span class='hit'>Church</span> expects certain things of those	Church	FALSE	NR	membership	agentivity	doctrine
church/N/br-d09/231	It is important that persons desiring to unite with the Church be prepared for this experience so that it may be meaningful and spiritually significant .	a2	congregation	A	simply_church	desiring to unite with the <span class='hit'>Church</span> be prepared for this experience	Church	FALSE	NR	membership	NR	NR
church/N/br-d09/39	When they fall by the wayside and fail to achieve Christian stature , it is an indictment of the Church . These fatalities are dramatic evidence of `` halfway evangelism	a2	organization	A	simply_church	is an indictment of the <span class='hit'>Church</span> . These fatalities are dramatic	Church	FALSE	NR	NR	agentivity	doctrine
church/N/br-d09/515	. None should ask less . Those who join the Church need to be instructed in the faith and the meaning of Christian discipleship before they take the sacred vows .	a2	congregation	A	simply_church	. Those who join the <span class='hit'>Church</span> need to be instructed in	Church	FALSE	NR	membership	NR	evangelism
church/N/br-d09/544	vows . They will have a greater appreciation for the Church and a deeper devotion to it if membership requires something of them .	a2	organization	A	simply_church	a greater appreciation for the <span class='hit'>Church</span> and a deeper devotion to	Church	FALSE	NR	NR	institution	devotion
church/N/br-d09/6	Few persons who join the Church are insincere .	a2	organization	A	simply_church	Few persons who join the <span class='hit'>Church</span> are insincere .	Church	FALSE	NR	membership	NR	devotion
church/N/br-d09/935	Use dramatization - for example , in discussing the Lord 's Supper or church symbolism . Use audio-visual aids . Some excellent filmstrips with	a1	organization	A	simply_church	the Lord 's Supper or <span class='hit'>church</span> symbolism . Use audio-visual aids	church	FALSE	NR	NR	institution	doctrine
church/N/br-d10/1913	And in this country Gustave Weigel 's delineation of the line between the sacral and secular orders during the last presidential campaign served to provide a most impressive Roman Catholic defense of the practical autonomy of both church and state . The failure at that time of the	a1	organization	A	simply_church	the practical autonomy of both <span class='hit'>church</span> and state . The failure	church	FALSE	NR	NR	institution	NR
church/N/br-d10/2114	Leslie Newbiggin reflects the dominant position within the World Council of Churches when he says , `` We must claim absoluteness and finality for Christ and His finished work , but that very claim forbids us to claim absoluteness and finality for our understanding of it '' .	a2	organization	A	simply_church	within the World Council of <span class='hit'>Churches</span> when he says , ``	Churches	FALSE	NR	NR	institution	NR
church/N/br-d10/2187	The Roman Catholic Church has excommunicated one of its priests , Father Feeney , for insisting that there is no salvation outside the visible church . In mentioning this under `` salvation reconsidered '' I	a1	organization	A	simply_church	no salvation outside the visible <span class='hit'>church</span> . In mentioning this under	church	FALSE	NR	NR	institution	doctrine
church/N/br-d12/1462	discussed must surely be raised . The role of both church and university as sources of information and settings within which the implications of such information may be explored needs consideration .	a1	organization	A	simply_church	. The role of both <span class='hit'>church</span> and university as sources of	church	FALSE	NR	NR	institution	NR
church/N/br-d12/233	? What social , ethical and theological insights can the church and university help him bring to bear upon his situation ?	a1	organization	A	simply_church	and theological insights can the <span class='hit'>church</span> and university help him bring	church	FALSE	NR	NR	institution	NR
church/N/br-d14/1311	We do well to remind ourselves that from men and women of New England ancestry also issued the Church of Jesus Christ of Latter Day Saints , the Seventh Day Adventists , Christian Science , the American Board of Commissioners for Foreign Missions , the American Home Missionary Society , the American Bible Society , and New England theology .	a2	organization	A	simply_church	England ancestry also issued the <span class='hit'>Church</span> of Jesus Christ of Latter	Church	FALSE	NR	NR	institution	NR
church/N/br-d14/1926	Incurably optimistic , dogmatic , and utterly fearless , in his youth a devout Baptist , in spite of his friendship for the Quaker poet John Greenleaf Whittier ( 1807 - 1892 ) he eventually attacked the orthodox churches for what he deemed their cowardly compromising on the slavery issue and in his invariably ardent manner was emphatically unorthodox and denied the plenary inspiration of the Bible .	a2	organization	A	simply_church	he eventually attacked the orthodox <span class='hit'>churches</span> for what he deemed their	churches	FALSE	NR	NR	institution	NR
church/N/br-d14/2203	of Lyman Beecher . Although he later broke with the churches because he believed that they were insufficiently outspoken against social evils , he remained a devout Christian .	a2	organization	A	simply_church	he later broke with the <span class='hit'>churches</span> because he believed that they	churches	FALSE	NR	NR	institution	doctrine
church/N/br-d16/1644	"You may be very religious , a good church member , an upright , honest and sincere person ; you may be baptized , confirmed , reverent and worshipful ; you may attend mass , do penance , say prayers and zealously keep all the sacraments and ceremonies of the church ; you may have the final and extreme unction but if you are not born again you are lost and headed for hell and eternal punishment ."	a2	organization	A	simply_church	"sacraments and ceremonies of the <span class='hit'>church</span> ; you may have the"	church	FALSE	NR	NR	NR	doctrine
church/N/br-d16/1947	You can ignore His Book , the Bible , and His church . You can laugh at His blood-bought salvation , curse	a1	organization	A	simply_church	the Bible , and His <span class='hit'>church</span> . You can laugh at	church	FALSE	NR	believers	assembly	doctrine
church/N/br-f15/1245	Consider what happened during World War 1 , , when the Protestant churches united to push the Prohibition law through Congress . Many	a2	organization	A	simply_church	, , when the Protestant <span class='hit'>churches</span> united to push the Prohibition	churches	FALSE	NR	NR	agentivity	NR
church/N/br-f15/1425	Up to the turn of the century , contraception was condemned by all Christian churches as immoral , unnatural and contrary to divine law .	a2	organization	A	simply_church	was condemned by all Christian <span class='hit'>churches</span> as immoral , unnatural and	churches	FALSE	NR	NR	agentivity	doctrine
church/N/br-f15/1720	In March , 1931 , 22 out of 28 members of a committee of the Federal Council of Churches ratified artificial methods of birth control . `` As to	a2	organization	A	simply_church	of the Federal Council of <span class='hit'>Churches</span> ratified artificial methods of birth	Churches	FALSE	NR	NR	agentivity	doctrine
church/N/br-f15/1887	This development is reflected in the action taken in February , 1961 , by the general board of the National Council of Churches , the largest Protestant organization in the US . The	a2	organization	A	simply_church	of the National Council of <span class='hit'>Churches</span> , the largest Protestant organization	Churches	FALSE	NR	NR	agentivity	NR
