_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress	foc_base	base
horde.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.24162125688818736	-1.0791202757716547	1	5000	5000	275	horde			nobound	434	all	3_3	weight	all	4_4	0.1702178941662687	BOW	
horde.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1670304441758348	-0.029214116222396738	1	FOC	247	275	horde			nobound	434	all	3_3	weight	nav	4_4	0.15585205344880834	BOW	
horde.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.12640780935070015	-0.07799258161672505	1	FOC	434	275	horde			nobound	434	all	3_3	weight	all	4_4	0.14944296611686236	BOW	
horde.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.8645050488808989	0.4755113237355126	1	5000	5000	275	horde			nobound	434	all	3_3	selection	nav	4_4	0.1700406869732796	BOW	
horde.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.8647915796350215	-0.8431242676865116	1	5000	5000	275	horde			nobound	434	all	3_3	selection	all	4_4	0.1873835183652368	BOW	
horde.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.1758342132554674	0.24861599792399075	1	FOC	247	275	horde			nobound	434	all	3_3	selection	nav	4_4	0.1767217655341249	BOW	
horde.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.19546318004066865	0.18626964969341667	1	FOC	434	275	horde			nobound	434	all	3_3	selection	all	4_4	0.1835955794456037	BOW	
horde.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.9561602318537552	0.7271096732042915	1	5000	5000	275	horde			nobound	568	all	3_3	no	nav	4_4	0.1999455265392744	BOW	
horde.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	1.1857960194374402	-1.0303586344072877	1	5000	5000	275	horde			nobound	568	all	3_3	no	all	4_4	0.2163113447977868	BOW	
horde.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.2378422897371943	0.5156615740464844	1	FOC	309	275	horde			nobound	568	all	3_3	no	nav	4_4	0.17360265689667062	BOW	
horde.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.2287401498095118	0.4932363962983838	1	FOC	568	275	horde			nobound	568	all	3_3	no	all	4_4	0.1648032762813488	BOW	
horde.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.3133379171549617	-0.23535946018193055	1	5000	5000	275	horde	selection2		bound	395			weight	nav	4_4	0.14888277714376508	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.5005181834524124	-1.0007209030150992	1	5000	5000	275	horde	selection2		bound	395			weight	all	4_4	0.16757774788915794	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.02678289769570729	-0.027419455104660838	1	FOC	234	275	horde	selection2		bound	395			weight	nav	4_4	0.1533582604499679	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.05265212790613639	-0.0570645920636374	1	FOC	395	275	horde	selection2		bound	395			weight	all	4_4	0.14232269725252533	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.9012613548562952	0.277397366017065	1	5000	5000	275	horde	selection2		bound	395			selection	nav	4_4	0.17146097056085408	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	1.020354365889823	-0.5396237443226378	1	5000	5000	275	horde	selection2		bound	395			selection	all	4_4	0.17725297253984315	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.3692874174756348	0.19890394220295265	1	FOC	234	275	horde	selection2		bound	395			selection	nav	4_4	0.16402328972515004	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.3780645940118321	0.1568265532095776	1	FOC	395	275	horde	selection2		bound	395			selection	all	4_4	0.16398340767782885	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	1.1070294152794329	0.6003553474931524	1	5000	5000	277	horde	selection2		bound	587			no	nav	4_4	0.1900571648801715	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	1.5310786670793617	-0.5593355130396006	1	5000	5000	277	horde	selection2		bound	587			no	all	4_4	0.19847725014105666	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.4752673622039071	0.4631373834974054	1	FOC	319	277	horde	selection2		bound	587			no	nav	4_4	0.16522093484184702	LEMMAPATH	
horde.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.4778802483976961	0.4191639301585949	1	FOC	587	277	horde	selection2		bound	587			no	all	4_4	0.1583070667469786	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	0.11076979461637147	-0.258087305378149	1	5000	5000	277	horde	selection3		bound	537			weight	nav	4_4	0.1546200700012348	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.2364978656500783	-0.989026691069432	1	5000	5000	277	horde	selection3		bound	537			weight	all	4_4	0.16743891820386916	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1355980832418331	0.0403019904922969	1	FOC	293	277	horde	selection3		bound	537			weight	nav	4_4	0.1445074111347141	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	-0.11108748869350032	-0.005568497258018227	1	FOC	537	277	horde	selection3		bound	537			weight	all	4_4	0.14063466514761358	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.8226249888608539	0.625625716100463	1	5000	5000	277	horde	selection3		bound	537			selection	nav	4_4	0.20476163135590247	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.8756299287904524	-0.6808094118002261	1	5000	5000	277	horde	selection3		bound	537			selection	all	4_4	0.19532951745428212	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.1891446880865123	0.3643464017434658	1	FOC	293	277	horde	selection3		bound	537			selection	nav	4_4	0.1622691803386723	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.2045020313641186	0.32059431852727605	1	FOC	537	277	horde	selection3		bound	537			selection	all	4_4	0.17180594580054342	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.9945892081670972	1.0132140445152942	1	5000	5000	277	horde	selection3		bound	939			no	nav	4_4	0.22533617392725785	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	1.611215584912644	-0.8572397282313899	1	5000	5000	277	horde	selection3		bound	939			no	all	4_4	0.2335348351651712	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.334017527297303	0.7843193731130912	1	FOC	470	277	horde	selection3		bound	939			no	nav	4_4	0.1692766420535212	LEMMAPATH	
horde.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.3108645207424084	0.8359825315519903	1	FOC	939	277	horde	selection3		bound	939			no	all	4_4	0.16391962179840466	LEMMAPATH	
horde.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.9653300336651894	0.2893454172031885	1	5000	5000	277	horde	weight		bound	537			selection	nav	4_4	0.16863970982171378	LEMMAPATH	
horde.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	1.0122697825818685	-0.4535741313766043	1	5000	5000	277	horde	weight		bound	537			selection	all	4_4	0.17264784456348511	LEMMAPATH	
horde.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.3785231906072107	0.1982997032883375	1	FOC	293	277	horde	weight		bound	537			selection	nav	4_4	0.15244565195157944	LEMMAPATH	
horde.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.3897284454966538	0.1585803151659788	1	FOC	537	277	horde	weight		bound	537			selection	all	4_4	0.15725149806462904	LEMMAPATH	
horde.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	1.1112944503836808	0.5556044841421056	1	5000	5000	277	horde	weight		bound	939			no	nav	4_4	0.19302776181633566	LEMMAPATH	
horde.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	1.4526213443800775	-0.3898026998572983	1	5000	5000	277	horde	weight		bound	939			no	all	4_4	0.1972142193782002	LEMMAPATH	
horde.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.5165145215539856	0.4181809134298338	1	FOC	470	277	horde	weight		bound	939			no	nav	4_4	0.16328035880423086	LEMMAPATH	
horde.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.5231091038290178	0.40185680856927664	1	FOC	939	277	horde	weight		bound	939			no	all	4_4	0.1583612226360991	LEMMAPATH	
horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.976010316652708	-0.0107390404203565	1	5000	5000	262	horde		group1	bound	184			weight	nav	4_4	0.15020096351592152	LEMMAREL	
horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	1.2122073325057547	-0.6645459759571213	1	5000	5000	262	horde		group1	bound	184			weight	all	4_4	0.1922691526755072	LEMMAREL	
horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	0.8573586402974921	-0.037246446402291536	1	FOC	122	262	horde		group1	bound	184			weight	nav	4_4	0.20964801914365094	LEMMAREL	
horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	0.8315336404410523	-0.035867551226499685	1	FOC	184	262	horde		group1	bound	184			weight	all	4_4	0.19522783209159608	LEMMAREL	
horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	1.250239731230561	0.2626161998596753	1	5000	5000	262	horde		group1	bound	184			selection	nav	4_4	0.1356921402850791	LEMMAREL	
horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	1.4698821422075297	-0.22459713025808695	1	5000	5000	262	horde		group1	bound	184			selection	all	4_4	0.1972688750871309	LEMMAREL	
horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	1.047648693650307	0.2346185268258929	1	FOC	122	262	horde		group1	bound	184			selection	nav	4_4	0.18234775850583496	LEMMAREL	
horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	1.0221817366609651	0.18549519893560792	1	FOC	184	262	horde		group1	bound	184			selection	all	4_4	0.18018494325293447	LEMMAREL	
horde.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	1.5088056066321562	0.4322994420055823	1	5000	5000	270	horde		group1	bound	232			no	nav	4_4	0.15037110064164486	LEMMAREL	
horde.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	1.7894698241943314	-0.18274838606799929	1	5000	5000	270	horde		group1	bound	232			no	all	4_4	0.199233975719876	LEMMAREL	
horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	1.1849008275536173	0.3896744643093514	1	FOC	146	270	horde		group1	bound	232			no	nav	4_4	0.19042502049446533	LEMMAREL	
horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	1.1616744786642863	0.32919078775455024	1	FOC	232	270	horde		group1	bound	232			no	all	4_4	0.18966726076025925	LEMMAREL	
horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	0.6956228374193101	-0.16558556742772598	1	5000	5000	264	horde		group2	bound	249			weight	nav	4_4	0.14473517010371034	LEMMAREL	
horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	0.8447122929102479	-0.9497220110608064	1	5000	5000	264	horde		group2	bound	249			weight	all	4_4	0.17024254573341596	LEMMAREL	
horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	0.4338075038980008	-0.11814824328603656	1	FOC	165	264	horde		group2	bound	249			weight	nav	4_4	0.1689749247005268	LEMMAREL	
horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	0.4288460093492637	-0.13896748164879572	1	FOC	249	264	horde		group2	bound	249			weight	all	4_4	0.15953636601790672	LEMMAREL	
horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	1.118570756340855	0.2004805260568536	1	5000	5000	264	horde		group2	bound	249			selection	nav	4_4	0.13315414951109086	LEMMAREL	
horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	1.2394634480371116	-0.4080819718590796	1	5000	5000	264	horde		group2	bound	249			selection	all	4_4	0.17973660448523496	LEMMAREL	
horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.7193811289695399	0.14937577841789124	1	FOC	165	264	horde		group2	bound	249			selection	nav	4_4	0.1560922313715502	LEMMAREL	
horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.7092879137158002	0.11298234342926372	1	FOC	249	264	horde		group2	bound	249			selection	all	4_4	0.1542149285183739	LEMMAREL	
horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	1.3540916935016742	0.3633280084573319	1	5000	5000	271	horde		group2	bound	312			no	nav	4_4	0.14988399916337386	LEMMAREL	
horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	1.5606620714738415	-0.3233235822495025	1	5000	5000	271	horde		group2	bound	312			no	all	4_4	0.19291729171302732	LEMMAREL	
horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.8207470214621351	0.2698844433709401	1	FOC	199	271	horde		group2	bound	312			no	nav	4_4	0.15247897141536476	LEMMAREL	
horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.8091264535171038	0.20080244919890572	1	FOC	312	271	horde		group2	bound	312			no	all	4_4	0.15328929603052788	LEMMAREL	
horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	0.5708424329280087	-0.1846513228836348	1	5000	5000	265	horde		group3	bound	313			weight	nav	4_4	0.14488890648091945	LEMMAREL	
horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	0.738291575033225	-0.949767342707607	1	5000	5000	265	horde		group3	bound	313			weight	all	4_4	0.16494606913282334	LEMMAREL	
horde.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	0.2530229593849654	-0.06769427927616592	1	FOC	196	265	horde		group3	bound	313			weight	nav	4_4	0.16218342441323955	LEMMAREL	
horde.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	0.2686241897875315	-0.09552726918894493	1	FOC	313	265	horde		group3	bound	313			weight	all	4_4	0.1585344083034914	LEMMAREL	
horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	1.0042666208695827	0.19905784439021126	1	5000	5000	265	horde		group3	bound	313			selection	nav	4_4	0.14975626872966993	LEMMAREL	
horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	1.1539274383325968	-0.4752667354646751	1	5000	5000	265	horde		group3	bound	313			selection	all	4_4	0.18092874562760264	LEMMAREL	
horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	0.5326969416365683	0.1557607338509817	1	FOC	196	265	horde		group3	bound	313			selection	nav	4_4	0.16215475627012765	LEMMAREL	
horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	0.5381751375511249	0.12796481395315246	1	FOC	313	265	horde		group3	bound	313			selection	all	4_4	0.16233367155379408	LEMMAREL	
horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	1.3174549216370668	0.41142917541949386	1	5000	5000	271	horde		group3	bound	425			no	nav	4_4	0.17382133061231775	LEMMAREL	
horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	1.649097398545354	-0.4063138099972591	1	5000	5000	271	horde		group3	bound	425			no	all	4_4	0.20967546086432176	LEMMAREL	
horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	0.6726561385367443	0.3415865904388595	1	FOC	244	271	horde		group3	bound	425			no	nav	4_4	0.1654168689328651	LEMMAREL	
horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	0.6815961040175367	0.2964597121925032	1	FOC	425	271	horde		group3	bound	425			no	all	4_4	0.1744308924068968	LEMMAREL	
horde.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav			1	5000	5000	268	horde			bound	480	lex	10_10	weight	nav	4_4			BOW
horde.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall			1	5000	5000	268	horde			bound	480	lex	10_10	weight	all	4_4			BOW
horde.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav			1	FOC	354	268	horde			bound	480	lex	10_10	weight	nav	4_4			BOW
horde.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall			1	FOC	480	268	horde			bound	480	lex	10_10	weight	all	4_4			BOW
horde.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav			1	5000	5000	268	horde			bound	480	lex	10_10	selection	nav	4_4			BOW
horde.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall			1	5000	5000	268	horde			bound	480	lex	10_10	selection	all	4_4			BOW
horde.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav			1	FOC	354	268	horde			bound	480	lex	10_10	selection	nav	4_4			BOW
horde.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall			1	FOC	480	268	horde			bound	480	lex	10_10	selection	all	4_4			BOW
horde.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav			1	5000	5000	273	horde			bound	926	lex	10_10	no	nav	4_4			BOW
horde.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall			1	5000	5000	273	horde			bound	926	lex	10_10	no	all	4_4			BOW
horde.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav			1	FOC	685	273	horde			bound	926	lex	10_10	no	nav	4_4			BOW
horde.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall			1	FOC	926	273	horde			bound	926	lex	10_10	no	all	4_4			BOW
horde.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav			1	5000	5000	277	horde			bound	659	all	10_10	weight	nav	4_4			BOW
horde.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall			1	5000	5000	277	horde			bound	659	all	10_10	weight	all	4_4			BOW
horde.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav			1	FOC	354	277	horde			bound	659	all	10_10	weight	nav	4_4			BOW
horde.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall			1	FOC	659	277	horde			bound	659	all	10_10	weight	all	4_4			BOW
horde.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav			1	5000	5000	277	horde			bound	659	all	10_10	selection	nav	4_4			BOW
horde.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall			1	5000	5000	277	horde			bound	659	all	10_10	selection	all	4_4			BOW
horde.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav			1	FOC	354	277	horde			bound	659	all	10_10	selection	nav	4_4			BOW
horde.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall			1	FOC	659	277	horde			bound	659	all	10_10	selection	all	4_4			BOW
horde.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav			1	5000	5000	277	horde			bound	1319	all	10_10	no	nav	4_4			BOW
horde.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall			1	5000	5000	277	horde			bound	1319	all	10_10	no	all	4_4			BOW
horde.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav			1	FOC	685	277	horde			bound	1319	all	10_10	no	nav	4_4			BOW
horde.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall			1	FOC	1319	277	horde			bound	1319	all	10_10	no	all	4_4			BOW
horde.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav			1	5000	5000	259	horde			bound	402	lex	5_5	weight	nav	4_4			BOW
horde.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall			1	5000	5000	259	horde			bound	402	lex	5_5	weight	all	4_4			BOW
horde.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav			1	FOC	295	259	horde			bound	402	lex	5_5	weight	nav	4_4			BOW
horde.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall			1	FOC	402	259	horde			bound	402	lex	5_5	weight	all	4_4			BOW
horde.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav			1	5000	5000	259	horde			bound	402	lex	5_5	selection	nav	4_4			BOW
horde.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall			1	5000	5000	259	horde			bound	402	lex	5_5	selection	all	4_4			BOW
horde.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav			1	FOC	295	259	horde			bound	402	lex	5_5	selection	nav	4_4			BOW
horde.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall			1	FOC	402	259	horde			bound	402	lex	5_5	selection	all	4_4			BOW
horde.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav			1	5000	5000	271	horde			bound	580	lex	5_5	no	nav	4_4			BOW
horde.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall			1	5000	5000	271	horde			bound	580	lex	5_5	no	all	4_4			BOW
horde.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav			1	FOC	436	271	horde			bound	580	lex	5_5	no	nav	4_4			BOW
horde.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall			1	FOC	580	271	horde			bound	580	lex	5_5	no	all	4_4			BOW
horde.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav			1	5000	5000	276	horde			bound	545	all	5_5	weight	nav	4_4			BOW
horde.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall			1	5000	5000	276	horde			bound	545	all	5_5	weight	all	4_4			BOW
horde.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav			1	FOC	295	276	horde			bound	545	all	5_5	weight	nav	4_4			BOW
horde.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall			1	FOC	545	276	horde			bound	545	all	5_5	weight	all	4_4			BOW
horde.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav			1	5000	5000	276	horde			bound	545	all	5_5	selection	nav	4_4			BOW
horde.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall			1	5000	5000	276	horde			bound	545	all	5_5	selection	all	4_4			BOW
horde.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav			1	FOC	295	276	horde			bound	545	all	5_5	selection	nav	4_4			BOW
horde.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall			1	FOC	545	276	horde			bound	545	all	5_5	selection	all	4_4			BOW
horde.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav			1	5000	5000	276	horde			bound	812	all	5_5	no	nav	4_4			BOW
horde.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall			1	5000	5000	276	horde			bound	812	all	5_5	no	all	4_4			BOW
horde.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav			1	FOC	436	276	horde			bound	812	all	5_5	no	nav	4_4			BOW
horde.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall			1	FOC	812	276	horde			bound	812	all	5_5	no	all	4_4			BOW
horde.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav			1	5000	5000	248	horde			bound	313	lex	3_3	weight	nav	4_4			BOW
horde.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall			1	5000	5000	248	horde			bound	313	lex	3_3	weight	all	4_4			BOW
horde.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav			1	FOC	233	248	horde			bound	313	lex	3_3	weight	nav	4_4			BOW
horde.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall			1	FOC	313	248	horde			bound	313	lex	3_3	weight	all	4_4			BOW
horde.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav			1	5000	5000	248	horde			bound	313	lex	3_3	selection	nav	4_4			BOW
horde.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall			1	5000	5000	248	horde			bound	313	lex	3_3	selection	all	4_4			BOW
horde.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav			1	FOC	233	248	horde			bound	313	lex	3_3	selection	nav	4_4			BOW
horde.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall			1	FOC	313	248	horde			bound	313	lex	3_3	selection	all	4_4			BOW
horde.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav			1	5000	5000	259	horde			bound	388	lex	3_3	no	nav	4_4			BOW
horde.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall			1	5000	5000	259	horde			bound	388	lex	3_3	no	all	4_4			BOW
horde.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav			1	FOC	289	259	horde			bound	388	lex	3_3	no	nav	4_4			BOW
horde.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall			1	FOC	388	259	horde			bound	388	lex	3_3	no	all	4_4			BOW
horde.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav			1	5000	5000	274	horde			bound	403	all	3_3	weight	nav	4_4			BOW
horde.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall			1	5000	5000	274	horde			bound	403	all	3_3	weight	all	4_4			BOW
horde.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav			1	FOC	233	274	horde			bound	403	all	3_3	weight	nav	4_4			BOW
horde.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall			1	FOC	403	274	horde			bound	403	all	3_3	weight	all	4_4			BOW
horde.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav			1	5000	5000	274	horde			bound	403	all	3_3	selection	nav	4_4			BOW
horde.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall			1	5000	5000	274	horde			bound	403	all	3_3	selection	all	4_4			BOW
horde.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav			1	FOC	233	274	horde			bound	403	all	3_3	selection	nav	4_4			BOW
horde.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall			1	FOC	403	274	horde			bound	403	all	3_3	selection	all	4_4			BOW
horde.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav			1	5000	5000	275	horde			bound	527	all	3_3	no	nav	4_4			BOW
horde.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall			1	5000	5000	275	horde			bound	527	all	3_3	no	all	4_4			BOW
horde.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav			1	FOC	289	275	horde			bound	527	all	3_3	no	nav	4_4			BOW
horde.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall			1	FOC	527	275	horde			bound	527	all	3_3	no	all	4_4			BOW
horde.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav			1	5000	5000	273	horde			nobound	583	lex	10_10	weight	nav	4_4			BOW
horde.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall			1	5000	5000	273	horde			nobound	583	lex	10_10	weight	all	4_4			BOW
horde.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav			1	FOC	422	273	horde			nobound	583	lex	10_10	weight	nav	4_4			BOW
horde.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall			1	FOC	583	273	horde			nobound	583	lex	10_10	weight	all	4_4			BOW
horde.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav			1	5000	5000	273	horde			nobound	583	lex	10_10	selection	nav	4_4			BOW
